name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.01402,0.00011,0.00068,0.00173,0.00215,0.00542,0.00017,13.33,48.89,37.78,45,2023/10/09
Fox News,0.02867,0.00008,0.00287,0.00096,0.01809,0.00053,0.00148,21.05,34.21,44.74,152,2023/10/09
NBC News,0.01904,0.00008,0.00049,0.01083,0.00156,0.00037,0.00167,12.86,37.14,50.0,70,2023/10/09
New York Post,0.07429,0.00018,0.00113,0.00543,0.02308,0.00732,0.02821,18.75,33.33,47.92,48,2023/10/09
Newsmax,0.04753,0.00016,0.00099,0.00531,0.02119,0.00677,0.00031,2.0,38.0,60.0,50,2023/10/09
One America News Network (OAN),0.00228,0.00007,0.00047,0.00031,0.00060,0.00031,0.00007,13.04,56.52,30.43,23,2023/10/09
Reuters,0.00912,0.00006,0.00024,0.00229,0.00062,0.00092,0.00007,10.0,40.0,50.0,10,2023/10/09
The Epoch Times,0.01146,0.00016,0.00103,0.00251,0.00165,0.00036,0.00375,9.524,52.38,38.1,189,2023/10/09
The Hill,0.04168,0.00022,0.00632,0.00045,0.01129,0.00213,0.02813,8.0,36.0,56.0,25,2023/10/09
The Wall Street Journal,0.00366,0.00005,0.00031,0.00025,0.00046,0.00216,0.00004,4.286,58.57,37.14,70,2023/10/09
The Washington Times,0.02557,0.00013,0.00064,0.01489,0.00703,0.00085,0.00017,5.063,43.04,51.9,79,2023/10/09
Washington Examiner,0.01736,0.00010,0.00041,0.00414,0.00140,0.00584,0.00012,8.772,36.84,54.39,57,2023/10/09
