name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.02716,0.00024,0.00168,0.00102,0.01900,0.00116,0.00028,13.33,40.0,46.67,45,2023/10/24
Fox News,0.02381,0.00013,0.00659,0.00217,0.00461,0.00239,0.00060,14.29,35.71,50.0,154,2023/10/24
NBC News,0.05746,0.00014,0.00291,0.02384,0.01809,0.00245,0.00082,13.73,35.29,50.98,51,2023/10/24
New York Post,0.03931,0.00013,0.00559,0.00090,0.02255,0.00038,0.00466,11.11,42.22,46.67,45,2023/10/24
Newsmax,0.01715,0.00013,0.00066,0.00239,0.00123,0.00572,0.00051,6.0,56.0,38.0,50,2023/10/24
One America News Network (OAN),0.00509,0.00008,0.00114,0.00043,0.00122,0.00023,0.00087,8.696,52.17,39.13,23,2023/10/24
Reuters,0.00574,0.00006,0.00032,0.00154,0.00044,0.00144,0.00006,10.0,40.0,50.0,10,2023/10/24
The Epoch Times,0.00554,0.00011,0.00083,0.00163,0.00220,0.00023,0.00011,11.64,54.5,33.86,189,2023/10/24
The Hill,0.00249,0.00005,0.00026,0.00055,0.00048,0.00043,0.00011,0.00000,72.0,28.0,25,2023/10/24
The Wall Street Journal,0.01185,0.00009,0.00045,0.00378,0.00061,0.00501,0.00007,26.09,47.83,26.09,69,2023/10/24
The Washington Times,0.03415,0.00012,0.00056,0.00978,0.00629,0.00686,0.00022,5.128,52.56,42.31,78,2023/10/24
Washington Examiner,0.07041,0.00016,0.00103,0.03841,0.03188,0.00280,0.00031,3.636,45.45,50.91,55,2023/10/24
