name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.00824,0.00008,0.00059,0.00058,0.00095,0.00186,0.00281,13.33,53.33,33.33,45,2023/10/02
Fox News,0.02751,0.00007,0.00250,0.00571,0.01062,0.00162,0.00090,11.97,38.73,49.3,142,2023/10/02
NBC News,0.02495,0.00007,0.00045,0.00458,0.00463,0.00093,0.00532,14.81,37.04,48.15,81,2023/10/02
New York Post,0.03827,0.00021,0.01907,0.00023,0.00790,0.00457,0.00402,15.22,39.13,45.65,46,2023/10/02
Newsmax,0.01262,0.00021,0.00095,0.00702,0.00328,0.00046,0.00050,5.882,37.25,56.86,51,2023/10/02
Newsweek,0.02487,0.00017,0.00169,0.00239,0.00845,0.00388,0.00042,8.75,53.75,37.5,80,2023/10/02
One America News Network (OAN),0.00193,0.00021,0.00175,0.00043,0.00149,0.00041,0.00017,21.74,56.52,21.74,23,2023/10/02
Reuters,0.00187,0.00003,0.00022,0.00023,0.00049,0.00013,0.00005,10.0,50.0,40.0,10,2023/10/02
The Epoch Times,0.01546,0.00013,0.00110,0.00110,0.00509,0.00042,0.00550,8.108,57.3,34.59,185,2023/10/02
The Hill,0.01372,0.00005,0.00054,0.00276,0.00684,0.00024,0.00016,2.632,34.21,63.16,38,2023/10/02
The New York Times,0.02377,0.00007,0.00049,0.00140,0.01531,0.00150,0.00008,21.43,50.0,28.57,56,2023/10/02
The Wall Street Journal,0.00286,0.00004,0.00027,0.00058,0.00061,0.00012,0.00004,13.85,58.46,27.69,65,2023/10/02
The Washington Times,0.01967,0.00006,0.00040,0.00283,0.00489,0.00167,0.00009,6.098,53.66,40.24,82,2023/10/02
Washington Examiner,0.06724,0.00009,0.00081,0.00039,0.05134,0.00346,0.00049,12.28,33.33,54.39,57,2023/10/02
