name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.02763,0.00029,0.00213,0.00080,0.01441,0.00259,0.00194,13.33,44.44,42.22,45,2023/10/19
Fox News,0.02777,0.00011,0.00102,0.00548,0.00574,0.00063,0.00434,13.33,37.33,49.33,150,2023/10/19
NBC News,0.03058,0.00020,0.00123,0.01485,0.00624,0.00169,0.00152,14.04,43.86,42.11,57,2023/10/19
New York Post,0.07308,0.00025,0.00598,0.01525,0.02149,0.00093,0.01970,17.78,28.89,53.33,45,2023/10/19
Newsmax,0.01987,0.00008,0.00042,0.00393,0.00084,0.00685,0.00010,0.00000,48.0,52.0,50,2023/10/19
One America News Network (OAN),0.00360,0.00007,0.00059,0.00031,0.00081,0.00059,0.00091,9.524,61.9,28.57,21,2023/10/19
Reuters,0.00344,0.00004,0.00022,0.00033,0.00051,0.00047,0.00007,20.0,10.0,70.0,10,2023/10/19
The Epoch Times,0.01321,0.00007,0.00059,0.00113,0.00750,0.00036,0.00064,7.065,50.0,42.93,184,2023/10/19
The Hill,0.02436,0.00008,0.00041,0.00363,0.00351,0.00541,0.00012,7.692,34.62,57.69,26,2023/10/19
The Wall Street Journal,0.00695,0.00013,0.00089,0.00086,0.00250,0.00048,0.00027,10.0,67.14,22.86,70,2023/10/19
The Washington Times,0.02395,0.00015,0.00062,0.00963,0.00453,0.00130,0.00014,10.96,52.05,36.99,73,2023/10/19
Washington Examiner,0.03523,0.00016,0.00081,0.01512,0.01098,0.00345,0.00023,12.28,28.07,59.65,57,2023/10/19
