name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.01616,0.00025,0.00175,0.00355,0.00328,0.00190,0.00027,15.91,38.64,45.45,44,2023/10/27
Fox News,0.02539,0.00010,0.00049,0.00375,0.01365,0.00111,0.00019,13.82,40.79,45.39,152,2023/10/27
NBC News,0.04195,0.00027,0.00124,0.01694,0.00926,0.00049,0.01048,15.38,36.54,48.08,52,2023/10/27
New York Post,0.06202,0.00025,0.00105,0.01187,0.01583,0.01466,0.00820,16.67,26.19,57.14,42,2023/10/27
Newsmax,0.01438,0.00015,0.00122,0.00530,0.00179,0.00261,0.00016,4.0,48.0,48.0,50,2023/10/27
One America News Network (OAN),0.01146,0.00025,0.00150,0.00283,0.00328,0.00062,0.00022,4.348,52.17,43.48,23,2023/10/27
Reuters,0.00281,0.00005,0.00032,0.00077,0.00055,0.00024,0.00005,10.0,40.0,50.0,10,2023/10/27
The Epoch Times,0.01019,0.00011,0.00057,0.00392,0.00131,0.00123,0.00013,9.73,53.51,36.76,185,2023/10/27
The Hill,0.00371,0.00003,0.00021,0.00107,0.00060,0.00011,0.00007,0.00000,36.0,64.0,25,2023/10/27
The Wall Street Journal,0.00409,0.00005,0.00043,0.00019,0.00247,0.00008,0.00004,17.91,55.22,26.87,67,2023/10/27
The Washington Times,0.02788,0.00011,0.00061,0.00644,0.01466,0.00069,0.00016,7.5,47.5,45.0,80,2023/10/27
Washington Examiner,0.02757,0.00008,0.00097,0.00082,0.00838,0.00284,0.00309,1.754,47.37,50.88,57,2023/10/27
