name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.01082,0.00040,0.00311,0.00180,0.00354,0.00068,0.00133,15.22,50.0,34.78,46,2023/10/21
Fox News,0.02258,0.00007,0.00051,0.00083,0.00716,0.00176,0.00528,13.91,37.75,48.34,151,2023/10/21
NBC News,0.03517,0.00016,0.00059,0.01011,0.01866,0.00046,0.00031,14.04,36.84,49.12,57,2023/10/21
New York Post,0.06249,0.00034,0.00953,0.00287,0.02047,0.00174,0.02432,13.33,31.11,55.56,45,2023/10/21
Newsmax,0.03227,0.00009,0.00038,0.00551,0.00247,0.01649,0.00011,2.0,48.0,50.0,50,2023/10/21
One America News Network (OAN),0.00632,0.00017,0.00127,0.00109,0.00145,0.00020,0.00087,8.696,52.17,39.13,23,2023/10/21
Reuters,0.01522,0.00007,0.00031,0.01457,0.00073,0.00042,0.00010,0.00000,50.0,50.0,10,2023/10/21
The Epoch Times,0.00496,0.00023,0.00153,0.00140,0.00215,0.00035,0.00011,6.989,63.44,29.57,186,2023/10/21
The Hill,0.02505,0.00006,0.00057,0.00047,0.00427,0.00437,0.00092,0.00000,48.0,52.0,25,2023/10/21
The Wall Street Journal,0.00133,0.00008,0.00050,0.00035,0.00066,0.00010,0.00006,16.18,67.65,16.18,68,2023/10/21
The Washington Times,0.01151,0.00008,0.00046,0.00161,0.00194,0.00138,0.00009,7.5,50.0,42.5,80,2023/10/21
Washington Examiner,0.02143,0.00005,0.00031,0.01413,0.00614,0.00091,0.00007,1.587,42.86,55.56,63,2023/10/21
