name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.05322,0.00043,0.01452,0.01918,0.03203,0.00324,0.00510,16.67,47.92,35.42,48,2023/10/29
Fox News,0.01577,0.00010,0.00119,0.00269,0.00371,0.00089,0.00026,20.51,41.03,38.46,156,2023/10/29
NBC News,0.04558,0.00029,0.00090,0.02144,0.00612,0.00091,0.01545,11.11,20.37,68.52,54,2023/10/29
New York Post,0.08123,0.00065,0.02389,0.01040,0.02866,0.00692,0.00717,23.91,21.74,54.35,46,2023/10/29
Newsmax,0.07196,0.00098,0.00215,0.01775,0.00599,0.04834,0.00129,1.961,39.22,58.82,51,2023/10/29
One America News Network (OAN),0.00604,0.00015,0.00095,0.00166,0.00096,0.00060,0.00020,13.04,34.78,52.17,23,2023/10/29
Reuters,0.02634,0.00007,0.00031,0.00308,0.00071,0.00975,0.00008,0.00000,50.0,50.0,10,2023/10/29
The Epoch Times,0.01076,0.00014,0.00077,0.00505,0.00165,0.00079,0.00018,7.937,59.79,32.28,189,2023/10/29
The Hill,0.05064,0.00010,0.00043,0.00154,0.00221,0.02697,0.00018,0.00000,44.0,56.0,25,2023/10/29
The New York Times,0.02358,0.00007,0.00050,0.00184,0.01735,0.00018,0.00008,5.66,52.83,41.51,53,2023/10/29
The Wall Street Journal,0.01280,0.00008,0.00066,0.00725,0.00110,0.00048,0.00010,16.42,58.21,25.37,67,2023/10/29
The Washington Times,0.01648,0.00007,0.00061,0.00165,0.00653,0.00074,0.00010,7.5,38.75,53.75,80,2023/10/29
Washington Examiner,0.01028,0.00006,0.00039,0.00076,0.00491,0.00035,0.00008,8.333,38.33,53.33,60,2023/10/29
