name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.01696,0.00033,0.00214,0.00088,0.00521,0.00388,0.00051,20.45,34.09,45.45,44,2023/10/20
Fox News,0.02761,0.00009,0.00082,0.00514,0.00531,0.00183,0.00377,14.09,42.28,43.62,149,2023/10/20
NBC News,0.03208,0.00016,0.00091,0.01031,0.00626,0.00483,0.00044,14.29,39.29,46.43,56,2023/10/20
New York Post,0.06145,0.00010,0.00085,0.00085,0.03679,0.00934,0.00067,20.0,20.0,60.0,45,2023/10/20
Newsmax,0.02517,0.00013,0.00189,0.00160,0.00128,0.00235,0.01310,2.0,46.0,52.0,50,2023/10/20
One America News Network (OAN),0.01254,0.00007,0.00051,0.00150,0.00104,0.00132,0.00086,4.348,52.17,43.48,23,2023/10/20
Reuters,0.01542,0.00007,0.00030,0.00125,0.00049,0.00488,0.00019,20.0,50.0,30.0,10,2023/10/20
The Epoch Times,0.00673,0.00012,0.00091,0.00178,0.00150,0.00019,0.00065,6.878,57.67,35.45,189,2023/10/20
The Hill,0.05217,0.00139,0.03525,0.00311,0.01337,0.00138,0.03626,8.0,24.0,68.0,25,2023/10/20
The Wall Street Journal,0.01597,0.00007,0.00050,0.00316,0.00735,0.00058,0.00006,13.04,59.42,27.54,69,2023/10/20
The Washington Times,0.02303,0.00009,0.00056,0.00462,0.00468,0.00426,0.00179,5.333,50.67,44.0,75,2023/10/20
Washington Examiner,0.04259,0.00007,0.00044,0.01356,0.02006,0.00537,0.00015,0.00000,34.48,65.52,58,2023/10/20
