name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.03928,0.00029,0.00288,0.00221,0.02359,0.00130,0.00053,13.64,43.18,43.18,44,2023/10/25
Fox News,0.02673,0.00009,0.00260,0.00089,0.00986,0.00298,0.00087,15.69,31.37,52.94,153,2023/10/25
NBC News,0.05216,0.00019,0.00117,0.03255,0.01333,0.00093,0.00360,10.34,36.21,53.45,58,2023/10/25
New York Post,0.11101,0.00051,0.01865,0.01552,0.04805,0.00594,0.00976,22.22,20.0,57.78,45,2023/10/25
Newsmax,0.00732,0.00013,0.00061,0.00126,0.00119,0.00079,0.00078,0.00000,44.0,56.0,50,2023/10/25
One America News Network (OAN),0.00432,0.00012,0.00082,0.00095,0.00106,0.00022,0.00085,8.696,60.87,30.43,23,2023/10/25
Reuters,0.00043,0.00003,0.00016,0.00012,0.00021,0.00004,0.00003,20.0,50.0,30.0,10,2023/10/25
The Epoch Times,0.00744,0.00007,0.00046,0.00082,0.00442,0.00013,0.00006,10.11,57.45,32.45,188,2023/10/25
The Hill,0.02014,0.00021,0.00065,0.01243,0.00135,0.00656,0.00051,0.00000,53.85,46.15,26,2023/10/25
The Wall Street Journal,0.00107,0.00009,0.00057,0.00026,0.00060,0.00024,0.00005,18.18,59.09,22.73,66,2023/10/25
The Washington Times,0.03079,0.00010,0.00066,0.00556,0.00708,0.00239,0.00017,12.82,35.9,51.28,78,2023/10/25
Washington Examiner,0.04766,0.00007,0.00049,0.02626,0.01743,0.00069,0.00010,5.455,36.36,58.18,55,2023/10/25
