name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.05566,0.00017,0.00066,0.04021,0.01519,0.00115,0.00033,8.0,40.0,52.0,50,2023/06/04
BBC,0.02105,0.00014,0.00121,0.00354,0.01243,0.00057,0.00037,18.75,43.75,37.5,48,2023/06/04
Fox News,0.02420,0.00016,0.01144,0.00084,0.00539,0.00068,0.00130,9.42,39.13,51.45,138,2023/06/04
NBC News,0.01489,0.00014,0.00081,0.00918,0.00342,0.00052,0.00023,8.955,34.33,56.72,67,2023/06/04
New York Post,0.05115,0.00019,0.00478,0.00126,0.01729,0.00166,0.01392,8.889,33.33,57.78,45,2023/06/04
Newsweek,0.03762,0.00026,0.00510,0.00625,0.00590,0.01157,0.00158,11.27,39.44,49.3,71,2023/06/04
One America News Network (OAN),0.00179,0.00004,0.00032,0.00029,0.00055,0.00010,0.00007,11.54,50.0,38.46,26,2023/06/04
Reuters,0.02006,0.00007,0.00059,0.00038,0.01664,0.00027,0.00037,6.25,50.0,43.75,32,2023/06/04
The Epoch Times,0.00643,0.00028,0.00189,0.00150,0.00199,0.00053,0.00123,10.68,61.17,28.16,103,2023/06/04
The Guardian (US),0.03222,0.00018,0.00089,0.00179,0.01342,0.00145,0.00969,10.75,30.11,59.14,93,2023/06/04
The Hill,0.00338,0.00005,0.00042,0.00030,0.00101,0.00047,0.00007,12.2,29.27,58.54,41,2023/06/04
The New York Times,0.01344,0.00015,0.00115,0.00348,0.00546,0.00051,0.00012,9.375,62.5,28.12,64,2023/06/04
The Wall Street Journal,0.00607,0.00004,0.00035,0.00046,0.00106,0.00012,0.00075,16.42,53.73,29.85,67,2023/06/04
The Washington Post,0.01566,0.00008,0.00049,0.00782,0.00452,0.00028,0.00096,13.48,41.57,44.94,89,2023/06/04
The Washington Times,0.00399,0.00004,0.00032,0.00075,0.00084,0.00033,0.00007,12.33,35.62,52.05,73,2023/06/04
Washington Examiner,0.03466,0.00005,0.00037,0.00040,0.02212,0.00121,0.00265,4.615,47.69,47.69,65,2023/06/04
