name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.05194,0.00016,0.00059,0.04045,0.00525,0.00103,0.00437,6.0,38.0,56.0,50,2023/06/23
BBC,0.01651,0.00009,0.00156,0.00089,0.00875,0.00060,0.00026,27.27,38.64,34.09,44,2023/06/23
Fox News,0.03083,0.00012,0.00079,0.00129,0.00915,0.00312,0.00674,9.79,40.56,49.65,143,2023/06/23
NBC News,0.01305,0.00008,0.00046,0.00403,0.00150,0.00032,0.00188,11.29,32.26,56.45,62,2023/06/23
New York Post,0.07223,0.00228,0.03824,0.01702,0.01980,0.00477,0.02039,20.83,16.67,62.5,48,2023/06/23
Newsmax,0.00781,0.00016,0.00137,0.00314,0.00183,0.00031,0.00014,0.00000,42.0,58.0,50,2023/06/23
Newsweek,0.03577,0.00009,0.00073,0.00139,0.01745,0.00375,0.00026,11.59,43.48,44.93,69,2023/06/23
One America News Network (OAN),0.00244,0.00003,0.00026,0.00024,0.00086,0.00018,0.00005,21.74,26.09,52.17,23,2023/06/23
Reuters,0.00117,0.00003,0.00020,0.00015,0.00051,0.00006,0.00003,10.0,40.0,50.0,10,2023/06/23
The Guardian (US),0.00835,0.00012,0.00042,0.00227,0.00246,0.00032,0.00097,11.83,44.09,44.09,93,2023/06/23
The Hill,0.05405,0.00004,0.00072,0.00020,0.05271,0.00012,0.00013,0.00000,31.58,68.42,38,2023/06/23
The New York Times,0.02920,0.00014,0.00153,0.00906,0.01343,0.00140,0.00018,7.273,61.82,30.91,55,2023/06/23
The Wall Street Journal,0.00502,0.00005,0.00036,0.00056,0.00093,0.00114,0.00007,20.0,56.92,23.08,65,2023/06/23
The Washington Post,0.00693,0.00005,0.00040,0.00054,0.00295,0.00031,0.00055,12.12,46.46,41.41,99,2023/06/23
The Washington Times,0.01786,0.00009,0.00083,0.00419,0.00767,0.00025,0.00025,12.16,41.89,45.95,74,2023/06/23
Washington Examiner,0.01409,0.00004,0.00028,0.00185,0.00747,0.00018,0.00009,13.33,28.33,58.33,60,2023/06/23
