name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.00873,0.00012,0.00085,0.00230,0.00099,0.00156,0.00156,11.36,47.73,40.91,44,2023/06/15
Fox News,0.03054,0.00010,0.00087,0.00164,0.00486,0.00320,0.01166,10.0,33.33,56.67,150,2023/06/15
NBC News,0.02588,0.00012,0.00046,0.01659,0.00418,0.00035,0.00057,15.87,26.98,57.14,63,2023/06/15
New York Post,0.03228,0.00007,0.00104,0.01097,0.01021,0.00021,0.00692,11.11,26.67,62.22,45,2023/06/15
Newsmax,0.02231,0.00008,0.00054,0.00317,0.00215,0.00495,0.00010,2.0,60.0,38.0,50,2023/06/15
Newsweek,0.03371,0.00009,0.00064,0.01132,0.00468,0.00267,0.00030,15.49,39.44,45.07,71,2023/06/15
One America News Network (OAN),0.02480,0.00011,0.00042,0.00719,0.00143,0.00077,0.00737,30.43,34.78,34.78,23,2023/06/15
Reuters,0.00956,0.00011,0.00075,0.00092,0.00096,0.00027,0.00501,18.92,37.84,43.24,37,2023/06/15
The Epoch Times,0.01029,0.00015,0.00095,0.00522,0.00217,0.00019,0.00015,10.78,58.82,30.39,102,2023/06/15
The Guardian (US),0.01875,0.00009,0.00051,0.00342,0.00707,0.00067,0.00389,15.79,32.63,51.58,95,2023/06/15
The Hill,0.02792,0.00005,0.00037,0.00096,0.01549,0.00094,0.00291,5.0,35.0,60.0,40,2023/06/15
The New York Times,0.00446,0.00018,0.00130,0.00069,0.00208,0.00014,0.00009,16.67,48.15,35.19,54,2023/06/15
The Wall Street Journal,0.00292,0.00012,0.00089,0.00035,0.00109,0.00141,0.00010,15.62,53.12,31.25,64,2023/06/15
The Washington Post,0.01360,0.00008,0.00049,0.00713,0.00306,0.00047,0.00028,14.43,34.02,51.55,97,2023/06/15
The Washington Times,0.03378,0.00012,0.00055,0.01142,0.00818,0.01121,0.00022,6.849,53.42,39.73,73,2023/06/15
Washington Examiner,0.00168,0.00003,0.00021,0.00018,0.00042,0.00027,0.00004,7.143,50.0,42.86,56,2023/06/15
