name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.04445,0.00018,0.00072,0.04362,0.00353,0.00084,0.00030,12.0,44.0,44.0,50,2023/06/05
BBC,0.03292,0.00015,0.00074,0.01048,0.00207,0.00048,0.01800,16.67,41.67,41.67,48,2023/06/05
Fox News,0.01986,0.00011,0.00576,0.00419,0.00380,0.00104,0.00056,8.451,35.92,55.63,142,2023/06/05
NBC News,0.01290,0.00007,0.00029,0.00984,0.00126,0.00047,0.00015,9.836,37.7,52.46,61,2023/06/05
New York Post,0.05454,0.00009,0.00116,0.02991,0.01734,0.00207,0.00116,13.33,28.89,57.78,45,2023/06/05
Newsmax,0.00542,0.00006,0.00047,0.00071,0.00153,0.00033,0.00007,8.0,36.0,56.0,50,2023/06/05
Newsweek,0.01548,0.00012,0.00101,0.00136,0.00398,0.00602,0.00020,10.0,48.57,41.43,70,2023/06/05
One America News Network (OAN),0.00671,0.00006,0.00032,0.00038,0.00043,0.00014,0.00572,15.38,50.0,34.62,26,2023/06/05
Reuters,0.01995,0.00006,0.00039,0.00156,0.01450,0.00051,0.00008,13.89,36.11,50.0,36,2023/06/05
The Epoch Times,0.00423,0.00022,0.00163,0.00058,0.00157,0.00121,0.00014,11.43,58.1,30.48,105,2023/06/05
The Guardian (US),0.00811,0.00005,0.00052,0.00092,0.00225,0.00043,0.00031,10.2,34.69,55.1,98,2023/06/05
The Hill,0.01753,0.00004,0.00033,0.00811,0.00315,0.00034,0.00007,6.667,46.67,46.67,45,2023/06/05
The New York Times,0.02299,0.00017,0.00128,0.00036,0.00709,0.00019,0.01186,10.53,47.37,42.11,57,2023/06/05
The Wall Street Journal,0.00703,0.00005,0.00045,0.00032,0.00160,0.00014,0.00078,12.31,58.46,29.23,65,2023/06/05
The Washington Post,0.01894,0.00005,0.00040,0.00381,0.01101,0.00026,0.00023,19.35,38.71,41.94,93,2023/06/05
The Washington Times,0.00418,0.00005,0.00032,0.00080,0.00114,0.00024,0.00009,6.849,41.1,52.05,73,2023/06/05
Washington Examiner,0.01973,0.00019,0.00047,0.00090,0.00954,0.00143,0.00210,6.78,55.93,37.29,59,2023/06/05
