name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.04740,0.00022,0.00277,0.00338,0.02759,0.00502,0.00369,14.89,44.68,40.43,47,2023/06/30
Fox News,0.03701,0.00011,0.00457,0.00101,0.01674,0.00248,0.00383,14.58,34.03,51.39,144,2023/06/30
NBC News,0.02625,0.00011,0.00065,0.01337,0.00177,0.00173,0.00049,9.677,33.87,56.45,62,2023/06/30
New York Post,0.06523,0.00010,0.00352,0.00171,0.02844,0.00430,0.01022,11.11,26.67,62.22,45,2023/06/30
Newsmax,0.02718,0.00007,0.00130,0.00099,0.01343,0.00335,0.00094,8.0,48.0,44.0,50,2023/06/30
Newsweek,0.00856,0.00015,0.00118,0.00181,0.00271,0.00054,0.00017,17.14,47.14,35.71,70,2023/06/30
One America News Network (OAN),0.07885,0.00011,0.00215,0.00280,0.06880,0.00020,0.00413,4.167,41.67,54.17,24,2023/06/30
Reuters,0.00100,0.00003,0.00017,0.00027,0.00031,0.00007,0.00006,20.0,50.0,30.0,10,2023/06/30
The Epoch Times,0.01027,0.00021,0.00178,0.00348,0.00205,0.00025,0.00340,15.15,53.54,31.31,99,2023/06/30
The Guardian (US),0.02633,0.00010,0.00081,0.00264,0.00587,0.00186,0.00541,11.65,34.95,53.4,103,2023/06/30
The Hill,0.05985,0.00004,0.00029,0.02672,0.02903,0.00020,0.00009,2.439,48.78,48.78,41,2023/06/30
The New York Times,0.03932,0.00021,0.00149,0.02501,0.00719,0.00038,0.00424,3.922,50.98,45.1,51,2023/06/30
The Wall Street Journal,0.00229,0.00010,0.00080,0.00057,0.00087,0.00041,0.00009,10.77,56.92,32.31,65,2023/06/30
The Washington Post,0.03606,0.00006,0.00046,0.01052,0.01032,0.00087,0.00291,14.0,39.0,47.0,100,2023/06/30
The Washington Times,0.02515,0.00024,0.00099,0.00510,0.00261,0.00808,0.00120,11.11,61.11,27.78,72,2023/06/30
Washington Examiner,0.04344,0.00006,0.00119,0.00073,0.02689,0.00187,0.00280,4.615,46.15,49.23,65,2023/06/30
