name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.04534,0.00021,0.00073,0.04086,0.00448,0.00124,0.00033,16.0,38.0,46.0,50,2023/06/19
BBC,0.01472,0.00009,0.00114,0.01226,0.00154,0.00063,0.00013,12.5,50.0,37.5,48,2023/06/19
Fox News,0.02224,0.00006,0.00053,0.00376,0.01027,0.00029,0.00409,10.95,41.61,47.45,137,2023/06/19
NBC News,0.01903,0.00011,0.00067,0.01239,0.00387,0.00041,0.00028,12.7,30.16,57.14,63,2023/06/19
New York Post,0.04738,0.00012,0.00253,0.00180,0.00939,0.00433,0.01376,15.56,24.44,60.0,45,2023/06/19
Newsmax,0.01273,0.00007,0.00043,0.00032,0.00097,0.00646,0.00010,2.0,52.0,46.0,50,2023/06/19
One America News Network (OAN),0.00758,0.00005,0.00027,0.00244,0.00099,0.00013,0.00057,30.43,30.43,39.13,23,2023/06/19
Reuters,0.02571,0.00008,0.00035,0.00782,0.00334,0.01124,0.00008,24.32,37.84,37.84,37,2023/06/19
The Epoch Times,0.03044,0.00018,0.00126,0.00066,0.01182,0.00396,0.00668,11.32,51.89,36.79,106,2023/06/19
The Guardian (US),0.03614,0.00011,0.00096,0.00604,0.02088,0.00226,0.00089,13.13,30.3,56.57,99,2023/06/19
The Hill,0.01386,0.00003,0.00025,0.00016,0.01085,0.00010,0.00004,4.878,36.59,58.54,41,2023/06/19
The New York Times,0.01915,0.00017,0.00270,0.00469,0.00391,0.00033,0.00016,7.547,56.6,35.85,53,2023/06/19
The Wall Street Journal,0.02763,0.00011,0.00099,0.00499,0.01438,0.00135,0.00016,15.38,50.77,33.85,65,2023/06/19
The Washington Post,0.04301,0.00009,0.00092,0.00050,0.01587,0.00307,0.00990,21.11,40.0,38.89,90,2023/06/19
The Washington Times,0.01443,0.00006,0.00046,0.00102,0.00688,0.00026,0.00116,9.459,41.89,48.65,74,2023/06/19
Washington Examiner,0.03275,0.00027,0.01563,0.00052,0.01481,0.00037,0.00366,7.018,50.88,42.11,57,2023/06/19
