name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.03883,0.00016,0.00118,0.00202,0.00446,0.01971,0.00026,16.67,41.67,41.67,48,2023/06/29
Fox News,0.03066,0.00010,0.00393,0.00053,0.00967,0.00175,0.00757,10.34,35.17,54.48,145,2023/06/29
NBC News,0.00927,0.00008,0.00038,0.00446,0.00078,0.00069,0.00027,15.79,28.95,55.26,76,2023/06/29
New York Post,0.03814,0.00031,0.00331,0.00128,0.00291,0.00412,0.02198,20.0,26.67,53.33,45,2023/06/29
Newsmax,0.00999,0.00006,0.00039,0.00521,0.00148,0.00077,0.00007,3.922,45.1,50.98,51,2023/06/29
Newsweek,0.01843,0.00014,0.00097,0.00307,0.00332,0.00540,0.00042,11.43,40.0,48.57,70,2023/06/29
One America News Network (OAN),0.02267,0.00009,0.00064,0.00111,0.01487,0.00025,0.00499,17.39,47.83,34.78,23,2023/06/29
Reuters,0.00088,0.00003,0.00019,0.00017,0.00032,0.00008,0.00003,0.00000,66.67,33.33,9,2023/06/29
The Epoch Times,0.01359,0.00018,0.00168,0.00330,0.00215,0.00074,0.00405,11.0,56.0,33.0,100,2023/06/29
The Guardian (US),0.03034,0.00012,0.00645,0.00433,0.00927,0.00066,0.00049,13.27,24.49,62.24,98,2023/06/29
The Hill,0.00874,0.00003,0.00022,0.00612,0.00097,0.00007,0.00005,9.756,48.78,41.46,41,2023/06/29
The New York Times,0.00958,0.00011,0.00109,0.00093,0.00422,0.00026,0.00012,6.122,55.1,38.78,49,2023/06/29
The Wall Street Journal,0.00739,0.00013,0.00100,0.00050,0.00107,0.00193,0.00152,4.545,60.61,34.85,66,2023/06/29
The Washington Post,0.01543,0.00006,0.00044,0.00688,0.00270,0.00036,0.00019,15.31,40.82,43.88,98,2023/06/29
The Washington Times,0.03249,0.00011,0.00056,0.01397,0.00815,0.00038,0.00331,6.494,53.25,40.26,77,2023/06/29
Washington Examiner,0.04899,0.00017,0.01164,0.00301,0.02230,0.00023,0.01079,9.231,43.08,47.69,65,2023/06/29
