name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.04601,0.00015,0.00119,0.00669,0.00513,0.01991,0.00030,15.56,42.22,42.22,45,2023/06/28
Fox News,0.02403,0.00007,0.00184,0.00205,0.00778,0.00252,0.00050,13.19,31.94,54.86,144,2023/06/28
NBC News,0.01532,0.00006,0.00041,0.00105,0.00169,0.00694,0.00169,16.92,23.08,60.0,65,2023/06/28
New York Post,0.10595,0.00069,0.03491,0.02498,0.04463,0.00578,0.01374,14.29,30.95,54.76,42,2023/06/28
Newsmax,0.04304,0.00020,0.00126,0.01615,0.00597,0.00458,0.01151,0.00000,34.0,66.0,50,2023/06/28
Newsweek,0.01103,0.00013,0.00091,0.00383,0.00369,0.00059,0.00025,14.49,52.17,33.33,69,2023/06/28
One America News Network (OAN),0.00724,0.00007,0.00057,0.00038,0.00098,0.00039,0.00439,13.04,56.52,30.43,23,2023/06/28
Reuters,0.01331,0.00004,0.00027,0.00056,0.00476,0.00116,0.00018,0.00000,44.44,55.56,9,2023/06/28
The Epoch Times,0.02629,0.00028,0.00422,0.00777,0.00504,0.00047,0.00507,7.619,60.0,32.38,105,2023/06/28
The Guardian (US),0.04456,0.00022,0.00250,0.00340,0.00661,0.00239,0.02591,15.15,41.41,43.43,99,2023/06/28
The Hill,0.05487,0.00005,0.00042,0.00154,0.04525,0.00066,0.00012,2.778,44.44,52.78,36,2023/06/28
The New York Times,0.03028,0.00016,0.00177,0.00090,0.00759,0.00923,0.00021,9.259,40.74,50.0,54,2023/06/28
The Wall Street Journal,0.01231,0.00008,0.00063,0.00071,0.00256,0.00290,0.00008,12.5,59.38,28.12,64,2023/06/28
The Washington Post,0.02670,0.00008,0.00046,0.00181,0.00135,0.01229,0.00516,15.15,35.35,49.49,99,2023/06/28
The Washington Times,0.02404,0.00008,0.00047,0.00958,0.00820,0.00043,0.00199,6.757,54.05,39.19,74,2023/06/28
Washington Examiner,0.03819,0.00006,0.00043,0.00157,0.00957,0.00165,0.01193,9.231,46.15,44.62,65,2023/06/28
