name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.04901,0.00020,0.00105,0.04010,0.00501,0.00119,0.00309,12.0,30.0,58.0,50,2023/06/02
BBC,0.00663,0.00007,0.00055,0.00164,0.00228,0.00019,0.00013,29.17,45.83,25.0,48,2023/06/02
Fox News,0.03463,0.00011,0.00576,0.00950,0.01119,0.00127,0.00387,12.77,39.01,48.23,141,2023/06/02
NBC News,0.02699,0.00008,0.00043,0.00288,0.00692,0.00131,0.00639,9.091,33.33,57.58,66,2023/06/02
New York Post,0.03214,0.00009,0.00110,0.00043,0.00336,0.00099,0.01223,15.56,31.11,53.33,45,2023/06/02
Newsmax,0.00604,0.00010,0.00058,0.00136,0.00121,0.00017,0.00162,7.843,49.02,43.14,51,2023/06/02
Newsweek,0.01481,0.00009,0.00089,0.00091,0.00312,0.00592,0.00016,10.0,40.0,50.0,70,2023/06/02
One America News Network (OAN),0.00477,0.00005,0.00037,0.00026,0.00061,0.00008,0.00374,3.846,57.69,38.46,26,2023/06/02
Reuters,0.01774,0.00006,0.00049,0.00127,0.01397,0.00054,0.00009,5.0,35.0,60.0,40,2023/06/02
The Epoch Times,0.00630,0.00020,0.00141,0.00107,0.00203,0.00198,0.00022,14.29,59.05,26.67,105,2023/06/02
The Guardian (US),0.01484,0.00009,0.00052,0.00116,0.00202,0.00590,0.00043,13.73,38.24,48.04,102,2023/06/02
The Hill,0.00856,0.00004,0.00033,0.00039,0.00409,0.00046,0.00008,5.128,38.46,56.41,39,2023/06/02
The New York Times,0.02632,0.00022,0.00120,0.00192,0.00852,0.00076,0.00920,13.46,44.23,42.31,52,2023/06/02
The Wall Street Journal,0.00183,0.00007,0.00049,0.00036,0.00104,0.00012,0.00005,15.15,56.06,28.79,66,2023/06/02
The Washington Post,0.01093,0.00007,0.00039,0.00269,0.00353,0.00022,0.00117,19.39,32.65,47.96,98,2023/06/02
The Washington Times,0.00823,0.00007,0.00036,0.00285,0.00124,0.00021,0.00162,6.757,50.0,43.24,74,2023/06/02
Washington Examiner,0.05220,0.00007,0.00045,0.00086,0.03056,0.00427,0.00747,6.557,42.62,50.82,61,2023/06/02
