name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.05003,0.00019,0.00055,0.03993,0.01199,0.00098,0.00032,14.0,36.0,50.0,50,2023/06/22
BBC,0.00684,0.00012,0.00147,0.00101,0.00131,0.00141,0.00017,25.53,40.43,34.04,47,2023/06/22
Fox News,0.02794,0.00013,0.00084,0.00331,0.00559,0.00345,0.00287,10.88,40.14,48.98,147,2023/06/22
NBC News,0.02442,0.00006,0.00037,0.01309,0.00287,0.00028,0.00028,13.33,43.33,43.33,60,2023/06/22
New York Post,0.04071,0.00014,0.00673,0.00534,0.00735,0.00097,0.01297,10.42,25.0,64.58,48,2023/06/22
Newsmax,0.01150,0.00008,0.00051,0.00085,0.00802,0.00045,0.00011,4.0,50.0,46.0,50,2023/06/22
Newsweek,0.03788,0.00009,0.00069,0.00132,0.01598,0.00866,0.00032,8.696,44.93,46.38,69,2023/06/22
One America News Network (OAN),0.00079,0.00005,0.00033,0.00019,0.00039,0.00008,0.00005,8.696,56.52,34.78,23,2023/06/22
Reuters,0.00838,0.00005,0.00039,0.00709,0.00053,0.00017,0.00007,0.00000,44.44,55.56,9,2023/06/22
The Epoch Times,0.01240,0.00013,0.00073,0.00048,0.00264,0.00148,0.00246,6.481,57.41,36.11,108,2023/06/22
The Guardian (US),0.02586,0.00013,0.00151,0.00263,0.00728,0.00094,0.00691,12.0,38.0,50.0,100,2023/06/22
The Hill,0.03034,0.00006,0.00044,0.00441,0.00956,0.00667,0.00021,7.317,41.46,51.22,41,2023/06/22
The New York Times,0.02490,0.00012,0.00095,0.00339,0.01468,0.00019,0.00010,16.98,50.94,32.08,53,2023/06/22
The Wall Street Journal,0.00734,0.00004,0.00033,0.00054,0.00359,0.00028,0.00006,20.0,55.38,24.62,65,2023/06/22
The Washington Post,0.01818,0.00014,0.00200,0.00042,0.00243,0.00042,0.00898,8.511,43.62,47.87,94,2023/06/22
The Washington Times,0.05596,0.00013,0.00073,0.01131,0.02761,0.00049,0.00238,5.714,47.14,47.14,70,2023/06/22
