name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.04199,0.00015,0.00052,0.03980,0.00363,0.00098,0.00058,20.0,38.0,42.0,50,2023/06/01
BBC,0.02155,0.00007,0.00039,0.00157,0.00354,0.00801,0.00010,22.22,46.67,31.11,45,2023/06/01
Fox News,0.03189,0.00009,0.00092,0.00301,0.01392,0.00093,0.00336,12.78,38.35,48.87,133,2023/06/01
NBC News,0.03210,0.00011,0.00056,0.00996,0.00427,0.00053,0.00919,5.882,45.59,48.53,68,2023/06/01
New York Post,0.04619,0.00011,0.00118,0.00584,0.01223,0.00844,0.00314,17.78,28.89,53.33,45,2023/06/01
Newsmax,0.00567,0.00016,0.00118,0.00052,0.00337,0.00024,0.00040,1.961,56.86,41.18,51,2023/06/01
Newsweek,0.00697,0.00008,0.00064,0.00227,0.00197,0.00054,0.00016,5.634,46.48,47.89,71,2023/06/01
One America News Network (OAN),0.00231,0.00004,0.00028,0.00016,0.00037,0.00010,0.00106,7.692,80.77,11.54,26,2023/06/01
Reuters,0.00833,0.00009,0.00075,0.00080,0.00184,0.00195,0.00010,4.878,39.02,56.1,41,2023/06/01
The Epoch Times,0.00458,0.00027,0.00204,0.00156,0.00308,0.00019,0.00012,14.81,57.41,27.78,108,2023/06/01
The Guardian (US),0.03995,0.00012,0.00386,0.00812,0.02142,0.00061,0.00502,15.0,33.0,52.0,100,2023/06/01
The Hill,0.01915,0.00004,0.00034,0.00021,0.01380,0.00015,0.00081,11.11,38.89,50.0,36,2023/06/01
The New York Times,0.00937,0.00015,0.00107,0.00056,0.00222,0.00332,0.00016,12.73,65.45,21.82,55,2023/06/01
The Wall Street Journal,0.00410,0.00006,0.00065,0.00020,0.00128,0.00029,0.00022,9.091,65.15,25.76,66,2023/06/01
The Washington Post,0.02179,0.00008,0.00056,0.00667,0.00934,0.00042,0.00135,10.2,37.76,52.04,98,2023/06/01
The Washington Times,0.01647,0.00006,0.00076,0.00097,0.00505,0.00105,0.00306,8.333,43.06,48.61,72,2023/06/01
Washington Examiner,0.02196,0.00006,0.00035,0.00044,0.01604,0.00037,0.00013,8.333,41.67,50.0,60,2023/06/01
