name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.03752,0.00033,0.00085,0.02496,0.00336,0.00099,0.00496,11.11,35.56,53.33,45,2022/11/22
BBC,0.01259,0.00009,0.00072,0.00294,0.00160,0.00119,0.00013,8.511,34.04,57.45,47,2022/11/22
Fox News,0.01611,0.00007,0.00063,0.00063,0.00446,0.00065,0.00430,18.79,36.97,44.24,165,2022/11/22
NBC News,0.03072,0.00015,0.00067,0.01598,0.00267,0.00640,0.00129,10.94,32.81,56.25,64,2022/11/22
New York Post,0.04376,0.00053,0.00644,0.00104,0.00586,0.00455,0.02494,20.51,30.77,48.72,39,2022/11/22
Newsmax,0.03113,0.00011,0.00067,0.01123,0.00212,0.00471,0.00036,12.0,40.0,48.0,50,2022/11/22
Newsweek,0.06044,0.00051,0.00847,0.00892,0.00879,0.00697,0.02035,11.32,38.68,50.0,106,2022/11/22
One America News Network (OAN),0.00136,0.00006,0.00044,0.00022,0.00052,0.00015,0.00005,11.11,50.0,38.89,36,2022/11/22
Reuters,0.01711,0.00006,0.00045,0.00289,0.00163,0.00203,0.00015,15.15,39.39,45.45,33,2022/11/22
The Epoch Times,0.00385,0.00015,0.00098,0.00054,0.00217,0.00018,0.00010,11.54,58.65,29.81,104,2022/11/22
The Guardian (US),0.02146,0.00015,0.00099,0.00407,0.00264,0.00410,0.00776,15.38,34.62,50.0,104,2022/11/22
The Hill,0.03192,0.00005,0.00030,0.00177,0.02141,0.00141,0.00013,2.857,34.29,62.86,35,2022/11/22
The New York Times,0.00661,0.00011,0.00084,0.00061,0.00232,0.00041,0.00008,15.15,45.45,39.39,66,2022/11/22
The Wall Street Journal,0.00462,0.00008,0.00060,0.00024,0.00199,0.00087,0.00006,15.71,57.14,27.14,70,2022/11/22
The Washington Post,0.02410,0.00014,0.00068,0.01040,0.00771,0.00035,0.00024,16.0,36.0,48.0,100,2022/11/22
The Washington Times,0.02990,0.00010,0.00035,0.02458,0.00481,0.00074,0.00029,5.556,36.11,58.33,36,2022/11/22
Washington Examiner,0.02221,0.00007,0.00066,0.00294,0.00756,0.00320,0.00026,4.615,38.46,56.92,65,2022/11/22
