name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.03394,0.00007,0.00048,0.01488,0.00643,0.00268,0.00248,10.0,46.0,44.0,50,2023/04/22
BBC,0.02502,0.00012,0.00075,0.00440,0.00178,0.00972,0.00025,19.15,57.45,23.4,47,2023/04/22
Fox News,0.03176,0.00009,0.00128,0.00351,0.01344,0.00061,0.00524,16.91,41.91,41.18,136,2023/04/22
NBC News,0.05684,0.00023,0.00162,0.02751,0.00436,0.00849,0.00241,9.375,26.56,64.06,64,2023/04/22
New York Post,0.06089,0.00021,0.01124,0.00072,0.01007,0.00144,0.02702,19.05,33.33,47.62,42,2023/04/22
Newsmax,0.00990,0.00009,0.00063,0.00105,0.00115,0.00287,0.00087,4.0,52.0,44.0,50,2023/04/22
Newsweek,0.03505,0.00020,0.00127,0.01385,0.00438,0.00655,0.00039,13.75,42.5,43.75,80,2023/04/22
One America News Network (OAN),0.01648,0.00020,0.00136,0.00468,0.00170,0.00092,0.00611,7.143,71.43,21.43,28,2023/04/22
Reuters,0.00358,0.00009,0.00033,0.00168,0.00077,0.00046,0.00010,16.22,48.65,35.14,37,2023/04/22
The Epoch Times,0.01281,0.00022,0.00157,0.00257,0.00313,0.00338,0.00034,4.902,65.69,29.41,102,2023/04/22
The Guardian (US),0.04477,0.00036,0.01360,0.00069,0.01811,0.00081,0.02597,9.375,41.67,48.96,96,2023/04/22
The Hill,0.00491,0.00004,0.00028,0.00287,0.00107,0.00010,0.00011,2.222,46.67,51.11,45,2023/04/22
The New York Times,0.02316,0.00014,0.00143,0.00663,0.00456,0.00295,0.00155,9.836,59.02,31.15,61,2023/04/22
The Wall Street Journal,0.00330,0.00007,0.00045,0.00065,0.00079,0.00028,0.00006,12.31,64.62,23.08,65,2023/04/22
The Washington Post,0.02568,0.00011,0.00586,0.00325,0.01368,0.00040,0.00770,19.15,36.17,44.68,94,2023/04/22
The Washington Times,0.05454,0.00006,0.00059,0.01587,0.02997,0.00136,0.00020,9.524,42.86,47.62,42,2023/04/22
Washington Examiner,0.04855,0.00005,0.00034,0.00977,0.02879,0.00064,0.00013,6.154,43.08,50.77,65,2023/04/22
