name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.01969,0.00009,0.00039,0.00455,0.00356,0.00500,0.00018,14.0,42.0,44.0,50,2023/04/30
BBC,0.01958,0.00020,0.00170,0.00164,0.00387,0.00079,0.00588,10.42,50.0,39.58,48,2023/04/30
Fox News,0.01479,0.00011,0.00166,0.00206,0.00286,0.00126,0.00060,16.31,42.55,41.13,141,2023/04/30
New York Post,0.04899,0.00012,0.00134,0.01051,0.01606,0.00222,0.00180,17.39,23.91,58.7,46,2023/04/30
Newsmax,0.02337,0.00010,0.00053,0.00184,0.00110,0.00314,0.00849,6.0,44.0,50.0,50,2023/04/30
Newsweek,0.02652,0.00016,0.00116,0.00388,0.00277,0.00112,0.01143,15.79,40.79,43.42,76,2023/04/30
One America News Network (OAN),0.01038,0.00007,0.00049,0.00053,0.00073,0.00112,0.00364,15.38,38.46,46.15,26,2023/04/30
The Epoch Times,0.01602,0.00023,0.00157,0.00235,0.00249,0.00122,0.00348,8.491,54.72,36.79,106,2023/04/30
The Guardian (US),0.04091,0.00031,0.00264,0.00285,0.00497,0.01068,0.00903,12.09,29.67,58.24,91,2023/04/30
The Hill,0.02652,0.00010,0.00073,0.01458,0.00348,0.00021,0.00085,14.29,35.71,50.0,42,2023/04/30
The New York Times,0.01015,0.00019,0.00126,0.00227,0.00271,0.00125,0.00018,9.375,64.06,26.56,64,2023/04/30
The Wall Street Journal,0.00180,0.00005,0.00040,0.00028,0.00070,0.00022,0.00007,16.92,55.38,27.69,65,2023/04/30
The Washington Post,0.02099,0.00012,0.00712,0.00536,0.00261,0.00248,0.00098,23.66,29.03,47.31,93,2023/04/30
The Washington Times,0.03276,0.00008,0.00039,0.01183,0.01225,0.00035,0.00057,12.5,35.0,52.5,40,2023/04/30
Washington Examiner,0.02179,0.00003,0.00024,0.00213,0.01419,0.00020,0.00020,3.03,54.55,42.42,66,2023/04/30
