name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.01999,0.00008,0.00034,0.00962,0.00121,0.00363,0.00015,14.0,34.0,52.0,50,2023/04/17
BBC,0.01340,0.00008,0.00072,0.00136,0.00354,0.00165,0.00024,24.44,35.56,40.0,45,2023/04/17
NBC News,0.01996,0.00010,0.00038,0.01229,0.00218,0.00050,0.00097,9.836,29.51,60.66,61,2023/04/17
New York Post,0.10394,0.00039,0.01933,0.00450,0.04221,0.00197,0.03179,14.29,33.33,52.38,42,2023/04/17
Newsmax,0.04095,0.00017,0.00152,0.00304,0.00246,0.00472,0.01061,2.0,40.0,58.0,50,2023/04/17
Newsweek,0.03533,0.00008,0.00146,0.00091,0.01225,0.00234,0.00008,6.667,26.67,66.67,30,2023/04/17
One America News Network (OAN),0.01779,0.00006,0.00031,0.00070,0.00348,0.00226,0.00018,17.86,57.14,25.0,28,2023/04/17
Reuters,0.00374,0.00007,0.00046,0.00067,0.00126,0.00020,0.00010,15.38,38.46,46.15,39,2023/04/17
The Epoch Times,0.01570,0.00027,0.00169,0.00761,0.00204,0.00397,0.00027,10.19,59.26,30.56,108,2023/04/17
The Guardian (US),0.03602,0.00023,0.00631,0.01252,0.00426,0.00164,0.00833,9.0,28.0,63.0,100,2023/04/17
The Hill,0.01256,0.00006,0.00029,0.00970,0.00165,0.00060,0.00012,6.977,41.86,51.16,43,2023/04/17
The Wall Street Journal,0.01135,0.00009,0.00065,0.00034,0.00698,0.00128,0.00006,9.091,50.0,40.91,66,2023/04/17
The Washington Post,0.02260,0.00011,0.00045,0.01020,0.00758,0.00260,0.00022,17.0,34.0,49.0,100,2023/04/17
The Washington Times,0.03058,0.00006,0.00038,0.01427,0.00601,0.00227,0.00022,10.0,50.0,40.0,40,2023/04/17
Washington Examiner,0.06838,0.00011,0.00065,0.01283,0.02324,0.00718,0.00300,3.333,41.67,55.0,60,2023/04/17
