name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.03141,0.00010,0.00099,0.00374,0.02128,0.00084,0.00025,19.15,44.68,36.17,47,2023/04/15
Newsmax,0.00556,0.00012,0.00111,0.00187,0.00152,0.00026,0.00012,7.843,41.18,50.98,51,2023/04/15
Newsweek,0.03270,0.00007,0.00141,0.00063,0.01221,0.00028,0.00007,0.00000,43.33,56.67,30,2023/04/15
Reuters,0.00440,0.00006,0.00036,0.00056,0.00059,0.00083,0.00011,30.56,38.89,30.56,36,2023/04/15
The Guardian (US),0.03902,0.00024,0.00248,0.00656,0.01482,0.00064,0.00945,12.37,48.45,39.18,97,2023/04/15
The New York Times,0.00837,0.00013,0.00130,0.00041,0.00167,0.00034,0.00090,11.86,50.85,37.29,59,2023/04/15
The Wall Street Journal,0.00835,0.00006,0.00041,0.00032,0.00642,0.00014,0.00005,13.85,56.92,29.23,65,2023/04/15
The Washington Post,0.02170,0.00006,0.00033,0.00311,0.01006,0.00145,0.00115,24.74,41.24,34.02,97,2023/04/15
The Washington Times,0.02718,0.00009,0.00041,0.01784,0.00586,0.00098,0.00015,9.756,48.78,41.46,41,2023/04/15
Washington Examiner,0.02035,0.00008,0.00039,0.00246,0.00650,0.00277,0.00031,7.692,46.15,46.15,65,2023/04/15
