name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.02822,0.00017,0.00099,0.00125,0.00360,0.01324,0.00025,18.0,34.0,48.0,50,2023/04/13
BBC,0.03402,0.00018,0.00152,0.00569,0.00795,0.00094,0.01071,15.56,51.11,33.33,45,2023/04/13
Fox News,0.03127,0.00009,0.00076,0.00415,0.01660,0.00046,0.00409,13.95,35.66,50.39,129,2023/04/13
NBC News,0.02194,0.00007,0.00037,0.00388,0.00275,0.00149,0.00019,11.86,45.76,42.37,59,2023/04/13
New York Post,0.09105,0.00034,0.01642,0.01128,0.00840,0.02275,0.01765,7.143,50.0,42.86,42,2023/04/13
Newsmax,0.02296,0.00009,0.00075,0.00126,0.01530,0.00021,0.00008,2.0,44.0,54.0,50,2023/04/13
Newsweek,0.06193,0.00010,0.00173,0.00829,0.03552,0.00029,0.00008,3.333,26.67,70.0,30,2023/04/13
One America News Network (OAN),0.00731,0.00014,0.00137,0.00231,0.00202,0.00021,0.00066,7.143,53.57,39.29,28,2023/04/13
Reuters,0.00318,0.00018,0.00123,0.00141,0.00138,0.00081,0.00012,11.63,51.16,37.21,43,2023/04/13
The Epoch Times,0.00401,0.00025,0.00168,0.00084,0.00227,0.00058,0.00014,11.11,54.55,34.34,99,2023/04/13
The Guardian (US),0.02884,0.00019,0.00146,0.00709,0.00949,0.00118,0.00197,10.0,43.0,47.0,100,2023/04/13
The Hill,0.00612,0.00004,0.00026,0.00039,0.00127,0.00100,0.00010,8.571,34.29,57.14,35,2023/04/13
The New York Times,0.00821,0.00012,0.00094,0.00410,0.00184,0.00021,0.00014,13.56,54.24,32.2,59,2023/04/13
The Wall Street Journal,0.00103,0.00006,0.00044,0.00021,0.00058,0.00008,0.00004,12.31,58.46,29.23,65,2023/04/13
The Washington Post,0.03958,0.00010,0.00108,0.01438,0.00742,0.00083,0.00279,13.13,32.32,54.55,99,2023/04/13
The Washington Times,0.01459,0.00008,0.00038,0.00674,0.00144,0.00434,0.00010,7.317,39.02,53.66,41,2023/04/13
Washington Examiner,0.03523,0.00005,0.00035,0.01255,0.01427,0.00048,0.00024,12.9,37.1,50.0,62,2023/04/13
