name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.03368,0.00013,0.00102,0.00242,0.01648,0.00134,0.00027,18.18,43.18,38.64,44,2023/04/24
Fox News,0.01384,0.00013,0.00082,0.00444,0.00461,0.00085,0.00072,14.18,43.28,42.54,134,2023/04/24
NBC News,0.03595,0.00020,0.00068,0.02189,0.00291,0.00151,0.00244,10.77,33.85,55.38,65,2023/04/24
New York Post,0.05344,0.00010,0.00088,0.00195,0.01384,0.00123,0.01837,11.9,30.95,57.14,42,2023/04/24
Newsweek,0.01865,0.00014,0.00200,0.00340,0.00644,0.00059,0.00136,13.92,41.77,44.3,79,2023/04/24
One America News Network (OAN),0.01127,0.00020,0.00152,0.00445,0.00179,0.00020,0.00289,7.143,60.71,32.14,28,2023/04/24
Reuters,0.02275,0.00006,0.00039,0.00224,0.00560,0.00243,0.00010,17.07,51.22,31.71,41,2023/04/24
The Epoch Times,0.00715,0.00019,0.00145,0.00123,0.00381,0.00020,0.00012,10.38,57.55,32.08,106,2023/04/24
The Guardian (US),0.06725,0.00020,0.00158,0.00303,0.03490,0.01045,0.00258,16.84,31.58,51.58,95,2023/04/24
The Hill,0.02173,0.00003,0.00028,0.00039,0.01786,0.00012,0.00006,10.53,47.37,42.11,38,2023/04/24
The New York Times,0.00963,0.00013,0.00103,0.00153,0.00141,0.00040,0.00050,12.9,56.45,30.65,62,2023/04/24
The Washington Post,0.02402,0.00007,0.00046,0.00997,0.00442,0.00034,0.00614,11.46,44.79,43.75,96,2023/04/24
The Washington Times,0.03617,0.00005,0.00041,0.00187,0.02097,0.00403,0.00009,2.222,44.44,53.33,45,2023/04/24
Washington Examiner,0.03686,0.00004,0.00034,0.00414,0.02769,0.00025,0.00010,11.86,44.07,44.07,59,2023/04/24
