name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.04475,0.00007,0.00039,0.02410,0.00289,0.00676,0.00017,18.0,32.0,50.0,50,2023/04/26
BBC,0.06149,0.00014,0.00118,0.00185,0.02490,0.01105,0.01395,13.33,46.67,40.0,45,2023/04/26
Fox News,0.02540,0.00012,0.00194,0.00399,0.00558,0.00037,0.00725,17.65,32.35,50.0,136,2023/04/26
NBC News,0.01700,0.00011,0.00072,0.00246,0.00302,0.00260,0.00079,10.94,32.81,56.25,64,2023/04/26
New York Post,0.10824,0.00048,0.01483,0.01490,0.03435,0.00068,0.06616,9.524,40.48,50.0,42,2023/04/26
Newsweek,0.02136,0.00015,0.00105,0.01222,0.00301,0.00130,0.00037,11.69,48.05,40.26,77,2023/04/26
One America News Network (OAN),0.00385,0.00004,0.00029,0.00061,0.00164,0.00009,0.00009,14.29,53.57,32.14,28,2023/04/26
Reuters,0.01497,0.00006,0.00035,0.00029,0.00110,0.00017,0.00665,16.33,59.18,24.49,49,2023/04/26
The Epoch Times,0.00241,0.00016,0.00122,0.00084,0.00158,0.00016,0.00013,10.68,61.17,28.16,103,2023/04/26
The Guardian (US),0.04873,0.00027,0.00203,0.00406,0.01013,0.00355,0.02331,16.13,35.48,48.39,93,2023/04/26
The Wall Street Journal,0.00656,0.00010,0.00067,0.00084,0.00092,0.00030,0.00087,16.42,56.72,26.87,67,2023/04/26
