name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.02680,0.00007,0.00043,0.01654,0.00270,0.00445,0.00017,10.2,48.98,40.82,49,2023/04/21
Fox News,0.02047,0.00007,0.00108,0.00169,0.00426,0.00021,0.00730,16.55,41.73,41.73,139,2023/04/21
NBC News,0.05156,0.00022,0.00097,0.03656,0.00357,0.00211,0.00218,2.985,38.81,58.21,67,2023/04/21
New York Post,0.10085,0.00067,0.00640,0.02604,0.02794,0.00142,0.03389,26.19,35.71,38.1,42,2023/04/21
Newsmax,0.03774,0.00015,0.00091,0.02631,0.00342,0.00581,0.00023,2.0,46.0,52.0,50,2023/04/21
Newsweek,0.03434,0.00016,0.00087,0.01034,0.01359,0.00221,0.00037,11.25,36.25,52.5,80,2023/04/21
One America News Network (OAN),0.06187,0.00010,0.00085,0.01330,0.01495,0.00114,0.00436,0.00000,64.29,35.71,28,2023/04/21
Reuters,0.00425,0.00006,0.00042,0.00137,0.00090,0.00022,0.00010,9.302,62.79,27.91,43,2023/04/21
The Epoch Times,0.01067,0.00024,0.00134,0.00302,0.00191,0.00409,0.00030,12.38,64.76,22.86,105,2023/04/21
The Guardian (US),0.04317,0.00018,0.00092,0.01135,0.00846,0.00311,0.01464,12.77,35.11,52.13,94,2023/04/21
The Hill,0.02997,0.00007,0.00039,0.02432,0.00270,0.00071,0.00020,5.0,47.5,47.5,40,2023/04/21
The New York Times,0.02622,0.00030,0.00166,0.01295,0.00684,0.00468,0.00141,14.04,43.86,42.11,57,2023/04/21
The Wall Street Journal,0.00246,0.00006,0.00043,0.00060,0.00056,0.00030,0.00005,15.38,58.46,26.15,65,2023/04/21
Washington Examiner,0.01064,0.00005,0.00035,0.00150,0.00331,0.00090,0.00017,1.538,32.31,66.15,65,2023/04/21
