name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.01332,0.00014,0.00116,0.00314,0.00277,0.00294,0.00023,13.33,44.44,42.22,45,2023/09/29
Fox News,0.05577,0.00023,0.01405,0.00489,0.00960,0.01111,0.00532,10.34,39.31,50.34,145,2023/09/29
NBC News,0.02267,0.00009,0.00042,0.01432,0.00185,0.00038,0.00534,14.1,23.08,62.82,78,2023/09/29
New York Post,0.07737,0.00030,0.00842,0.00228,0.03093,0.00064,0.03143,14.29,36.73,48.98,49,2023/09/29
Newsmax,0.00973,0.00021,0.00132,0.00216,0.00157,0.00167,0.00010,6.0,50.0,44.0,50,2023/09/29
Newsweek,0.01833,0.00010,0.00081,0.00146,0.00795,0.00147,0.00035,8.75,53.75,37.5,80,2023/09/29
One America News Network (OAN),0.01148,0.00005,0.00039,0.00439,0.00174,0.00014,0.00005,4.348,60.87,34.78,23,2023/09/29
Reuters,0.09573,0.00032,0.00207,0.01130,0.00301,0.00449,0.06343,0.00000,40.0,60.0,10,2023/09/29
The Epoch Times,0.00734,0.00013,0.00093,0.00328,0.00179,0.00051,0.00013,4.255,57.98,37.77,188,2023/09/29
The Hill,0.00767,0.00005,0.00027,0.00084,0.00159,0.00012,0.00216,12.5,37.5,50.0,40,2023/09/29
The New York Times,0.05485,0.00007,0.00065,0.00564,0.02178,0.00603,0.00025,10.91,38.18,50.91,55,2023/09/29
The Wall Street Journal,0.01458,0.00013,0.00073,0.00196,0.00090,0.00231,0.00366,13.43,53.73,32.84,67,2023/09/29
The Washington Times,0.01762,0.00007,0.00042,0.00438,0.00252,0.00130,0.00240,10.26,43.59,46.15,78,2023/09/29
Washington Examiner,0.02024,0.00005,0.00036,0.00030,0.01461,0.00017,0.00010,10.53,35.09,54.39,57,2023/09/29
