name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.00523,0.00008,0.00074,0.00084,0.00126,0.00120,0.00020,18.18,40.91,40.91,44,2023/09/05
Fox News,0.03209,0.00010,0.00091,0.00182,0.00623,0.00116,0.01460,17.24,33.1,49.66,145,2023/09/05
NBC News,0.01659,0.00013,0.00071,0.00833,0.00194,0.00303,0.00046,11.27,42.25,46.48,71,2023/09/05
New York Post,0.05274,0.00023,0.00199,0.00851,0.00503,0.00055,0.03551,15.56,35.56,48.89,45,2023/09/05
Newsmax,0.03181,0.00032,0.01849,0.00179,0.00435,0.00155,0.00020,6.0,34.0,60.0,50,2023/09/05
Newsweek,0.02380,0.00011,0.00071,0.00078,0.00193,0.00885,0.00011,11.39,51.9,36.71,79,2023/09/05
One America News Network (OAN),0.00557,0.00011,0.00074,0.00036,0.00224,0.00025,0.00014,17.39,39.13,43.48,23,2023/09/05
Reuters,0.00224,0.00003,0.00016,0.00043,0.00045,0.00005,0.00003,20.0,20.0,60.0,10,2023/09/05
The Epoch Times,0.00777,0.00010,0.00078,0.00126,0.00282,0.00056,0.00010,9.756,48.78,41.46,205,2023/09/05
The Hill,0.01683,0.00006,0.00028,0.00031,0.00061,0.01025,0.00022,2.632,44.74,52.63,38,2023/09/05
The New York Times,0.02562,0.00015,0.00081,0.01778,0.01046,0.00093,0.00025,8.696,60.87,30.43,46,2023/09/05
The Wall Street Journal,0.00292,0.00008,0.00075,0.00041,0.00085,0.00030,0.00012,15.38,50.77,33.85,65,2023/09/05
The Washington Post,0.00708,0.00011,0.00058,0.00070,0.00300,0.00040,0.00015,17.71,41.67,40.62,96,2023/09/05
The Washington Times,0.03161,0.00008,0.00053,0.00537,0.01466,0.00544,0.00019,6.494,46.75,46.75,77,2023/09/05
Washington Examiner,0.00732,0.00005,0.00027,0.00145,0.00151,0.00085,0.00011,7.018,38.6,54.39,57,2023/09/05
