name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.01084,0.00015,0.00116,0.00046,0.00216,0.00266,0.00016,20.83,43.75,35.42,48,2023/09/03
Fox News,0.01925,0.00007,0.00049,0.00180,0.00525,0.00137,0.00588,17.48,36.36,46.15,143,2023/09/03
NBC News,0.01858,0.00015,0.00074,0.00904,0.00182,0.00318,0.00059,10.29,42.65,47.06,68,2023/09/03
New York Post,0.07788,0.00014,0.00201,0.00442,0.02087,0.00555,0.01712,23.91,23.91,52.17,46,2023/09/03
Newsmax,0.00757,0.00033,0.00239,0.00131,0.00243,0.00146,0.00013,3.922,35.29,60.78,51,2023/09/03
Newsweek,0.00480,0.00011,0.00089,0.00055,0.00152,0.00072,0.00009,12.66,46.84,40.51,79,2023/09/03
One America News Network (OAN),0.00087,0.00006,0.00049,0.00020,0.00054,0.00010,0.00004,17.39,56.52,26.09,23,2023/09/03
Reuters,0.01094,0.00008,0.00031,0.00046,0.00044,0.00885,0.00011,10.0,40.0,50.0,10,2023/09/03
The Epoch Times,0.01156,0.00012,0.00089,0.00086,0.00541,0.00026,0.00331,8.416,55.94,35.64,202,2023/09/03
The Hill,0.00878,0.00004,0.00030,0.00154,0.00183,0.00051,0.00006,9.524,33.33,57.14,42,2023/09/03
The New York Times,0.03162,0.00016,0.00164,0.00111,0.00232,0.00034,0.02281,14.89,51.06,34.04,47,2023/09/03
The Wall Street Journal,0.00281,0.00010,0.00088,0.00042,0.00103,0.00035,0.00011,12.31,66.15,21.54,65,2023/09/03
The Washington Post,0.00921,0.00014,0.00075,0.00231,0.00332,0.00054,0.00034,20.0,41.11,38.89,90,2023/09/03
The Washington Times,0.03974,0.00007,0.00046,0.00044,0.02828,0.00520,0.00019,6.944,47.22,45.83,72,2023/09/03
Washington Examiner,0.01818,0.00006,0.00052,0.00050,0.00506,0.00213,0.00019,6.452,46.77,46.77,62,2023/09/03
