name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.02063,0.00013,0.00189,0.00063,0.00656,0.00231,0.00128,15.56,37.78,46.67,45,2023/09/27
Fox News,0.02300,0.00011,0.00332,0.00094,0.00208,0.00688,0.00063,15.75,31.51,52.74,146,2023/09/27
NBC News,0.01763,0.00014,0.00046,0.01016,0.00410,0.00043,0.00039,12.99,33.77,53.25,77,2023/09/27
New York Post,0.03536,0.00020,0.00113,0.01571,0.00814,0.00115,0.00174,16.33,22.45,61.22,49,2023/09/27
Newsmax,0.01840,0.00009,0.00062,0.00426,0.00709,0.00074,0.00014,6.0,40.0,54.0,50,2023/09/27
Newsweek,0.01030,0.00008,0.00061,0.00272,0.00404,0.00030,0.00025,8.75,53.75,37.5,80,2023/09/27
One America News Network (OAN),0.02963,0.00011,0.00101,0.00926,0.00172,0.00029,0.01632,4.348,47.83,47.83,23,2023/09/27
Reuters,0.00076,0.00003,0.00017,0.00021,0.00025,0.00005,0.00003,0.00000,60.0,40.0,10,2023/09/27
The Epoch Times,0.00847,0.00013,0.00091,0.00291,0.00186,0.00089,0.00013,7.853,57.07,35.08,191,2023/09/27
The Hill,0.01022,0.00006,0.00030,0.00276,0.00166,0.00083,0.00022,0.00000,51.52,48.48,33,2023/09/27
The New York Times,0.00957,0.00006,0.00062,0.00048,0.00208,0.00126,0.00007,8.333,50.0,41.67,60,2023/09/27
The Wall Street Journal,0.00808,0.00005,0.00031,0.00026,0.00067,0.00217,0.00371,10.77,58.46,30.77,65,2023/09/27
The Washington Times,0.01975,0.00014,0.00106,0.00156,0.00320,0.00143,0.00626,7.792,53.25,38.96,77,2023/09/27
Washington Examiner,0.03151,0.00013,0.00076,0.00041,0.01436,0.00060,0.01161,13.56,35.59,50.85,59,2023/09/27
