name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.00759,0.00007,0.00054,0.00140,0.00143,0.00095,0.00011,20.0,48.89,31.11,45,2023/09/04
Fox News,0.02728,0.00013,0.00165,0.00915,0.00396,0.00065,0.00806,16.2,32.39,51.41,142,2023/09/04
NBC News,0.02351,0.00014,0.00069,0.01530,0.00263,0.00048,0.00067,11.59,40.58,47.83,69,2023/09/04
New York Post,0.05136,0.00032,0.01941,0.00145,0.00563,0.00057,0.02055,24.44,24.44,51.11,45,2023/09/04
Newsmax,0.00311,0.00007,0.00055,0.00056,0.00075,0.00021,0.00007,6.0,54.0,40.0,50,2023/09/04
Newsweek,0.00472,0.00011,0.00085,0.00057,0.00148,0.00048,0.00013,12.66,51.9,35.44,79,2023/09/04
One America News Network (OAN),0.02225,0.00007,0.00042,0.00029,0.01834,0.00055,0.00007,26.09,34.78,39.13,23,2023/09/04
Reuters,0.00154,0.00003,0.00020,0.00015,0.00077,0.00006,0.00003,10.0,60.0,30.0,10,2023/09/04
The Epoch Times,0.01398,0.00012,0.00089,0.00190,0.00544,0.00026,0.00348,13.73,50.0,36.27,204,2023/09/04
The Hill,0.01434,0.00004,0.00026,0.00880,0.00389,0.00028,0.00010,4.878,46.34,48.78,41,2023/09/04
The New York Times,0.06732,0.00033,0.00346,0.01817,0.02425,0.00110,0.01638,13.04,52.17,34.78,46,2023/09/04
The Wall Street Journal,0.00293,0.00008,0.00074,0.00047,0.00081,0.00037,0.00011,12.31,61.54,26.15,65,2023/09/04
The Washington Post,0.02365,0.00015,0.00070,0.00824,0.00683,0.00096,0.00032,14.89,43.62,41.49,94,2023/09/04
The Washington Times,0.03329,0.00008,0.00049,0.00104,0.02262,0.00461,0.00023,6.329,45.57,48.1,79,2023/09/04
Washington Examiner,0.03179,0.00006,0.00066,0.00033,0.02082,0.00085,0.00018,9.836,52.46,37.7,61,2023/09/04
