name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.01113,0.00008,0.00054,0.00819,0.00218,0.00050,0.00021,17.78,46.67,35.56,45,2023/09/19
Fox News,0.03833,0.00012,0.00263,0.00248,0.01183,0.00191,0.00979,8.392,36.36,55.24,143,2023/09/19
NBC News,0.01885,0.00014,0.00047,0.01240,0.00123,0.00060,0.00308,12.5,38.89,48.61,72,2023/09/19
New York Post,0.03770,0.00013,0.00443,0.00066,0.01206,0.00046,0.01760,15.22,23.91,60.87,46,2023/09/19
Newsmax,0.03259,0.00010,0.00067,0.00212,0.01671,0.00218,0.00352,2.0,60.0,38.0,50,2023/09/19
Newsweek,0.01861,0.00016,0.00104,0.00627,0.00222,0.00504,0.00035,3.75,51.25,45.0,80,2023/09/19
One America News Network (OAN),0.00656,0.00005,0.00033,0.00244,0.00105,0.00017,0.00005,17.39,34.78,47.83,23,2023/09/19
Reuters,0.00084,0.00009,0.00090,0.00030,0.00100,0.00008,0.00005,0.00000,33.33,66.67,9,2023/09/19
The Epoch Times,0.00390,0.00023,0.00166,0.00064,0.00285,0.00046,0.00024,7.212,60.1,32.69,208,2023/09/19
The Hill,0.00923,0.00008,0.00039,0.00227,0.00579,0.00016,0.00018,8.108,54.05,37.84,37,2023/09/19
The New York Times,0.01328,0.00006,0.00038,0.00086,0.00157,0.00115,0.00006,12.96,44.44,42.59,54,2023/09/19
The Wall Street Journal,0.01149,0.00006,0.00053,0.00071,0.00186,0.00353,0.00013,15.38,50.77,33.85,65,2023/09/19
The Washington Times,0.02388,0.00014,0.00065,0.00876,0.00249,0.00052,0.00916,3.846,57.69,38.46,78,2023/09/19
Washington Examiner,0.01131,0.00004,0.00044,0.00039,0.00686,0.00023,0.00014,7.018,45.61,47.37,57,2023/09/19
