name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.00520,0.00010,0.00085,0.00043,0.00225,0.00051,0.00012,14.58,52.08,33.33,48,2023/09/09
Fox News,0.03179,0.00011,0.00126,0.00112,0.00490,0.00448,0.01239,9.272,39.07,51.66,151,2023/09/09
NBC News,0.02358,0.00013,0.00047,0.01691,0.00218,0.00028,0.00199,18.46,35.38,46.15,65,2023/09/09
New York Post,0.08151,0.00079,0.02903,0.00206,0.02011,0.00129,0.03025,20.83,35.42,43.75,48,2023/09/09
Newsmax,0.01166,0.00007,0.00052,0.00164,0.00087,0.00269,0.00009,8.0,50.0,42.0,50,2023/09/09
Newsweek,0.01334,0.00011,0.00075,0.00085,0.00136,0.00490,0.00016,5.0,60.0,35.0,80,2023/09/09
One America News Network (OAN),0.00473,0.00012,0.00089,0.00026,0.00355,0.00010,0.00007,8.696,65.22,26.09,23,2023/09/09
Reuters,0.00721,0.00004,0.00022,0.00107,0.00085,0.00039,0.00005,0.00000,30.0,70.0,10,2023/09/09
The Epoch Times,0.00620,0.00009,0.00071,0.00145,0.00131,0.00086,0.00007,8.78,56.59,34.63,205,2023/09/09
The Hill,0.02978,0.00026,0.00984,0.00259,0.00356,0.00219,0.01716,4.651,44.19,51.16,43,2023/09/09
The New York Times,0.00678,0.00005,0.00035,0.00097,0.00283,0.00020,0.00007,11.32,52.83,35.85,53,2023/09/09
The Wall Street Journal,0.00197,0.00004,0.00028,0.00021,0.00052,0.00016,0.00013,20.9,46.27,32.84,67,2023/09/09
The Washington Post,0.01197,0.00022,0.00074,0.00621,0.00397,0.00070,0.00063,10.58,40.38,49.04,104,2023/09/09
The Washington Times,0.00525,0.00006,0.00042,0.00071,0.00135,0.00082,0.00007,10.39,45.45,44.16,77,2023/09/09
Washington Examiner,0.02302,0.00007,0.00072,0.00051,0.00668,0.00120,0.00436,7.937,44.44,47.62,63,2023/09/09
