name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.00697,0.00008,0.00056,0.00139,0.00191,0.00095,0.00012,15.56,48.89,35.56,45,2023/09/11
Fox News,0.03379,0.00016,0.00612,0.00452,0.00363,0.00434,0.00566,9.489,31.39,59.12,137,2023/09/11
NBC News,0.02055,0.00016,0.00055,0.01577,0.00224,0.00032,0.00023,15.94,34.78,49.28,69,2023/09/11
New York Post,0.08913,0.00039,0.01487,0.00065,0.03527,0.00048,0.02715,8.333,41.67,50.0,48,2023/09/11
Newsmax,0.02414,0.00027,0.00178,0.00110,0.00166,0.00121,0.01735,1.961,56.86,41.18,51,2023/09/11
Newsweek,0.00806,0.00007,0.00057,0.00177,0.00315,0.00032,0.00010,8.642,56.79,34.57,81,2023/09/11
One America News Network (OAN),0.00485,0.00008,0.00047,0.00044,0.00053,0.00043,0.00563,17.39,52.17,30.43,23,2023/09/11
Reuters,0.00061,0.00003,0.00014,0.00019,0.00019,0.00006,0.00002,10.0,30.0,60.0,10,2023/09/11
The Epoch Times,0.00617,0.00013,0.00100,0.00108,0.00154,0.00023,0.00076,11.33,55.17,33.5,203,2023/09/11
The Hill,0.03004,0.00004,0.00023,0.00048,0.02125,0.00160,0.00236,4.878,46.34,48.78,41,2023/09/11
The New York Times,0.02307,0.00006,0.00041,0.00046,0.01824,0.00076,0.00009,14.58,43.75,41.67,48,2023/09/11
The Wall Street Journal,0.00835,0.00005,0.00034,0.00036,0.00304,0.00198,0.00009,21.54,50.77,27.69,65,2023/09/11
The Washington Post,0.00768,0.00017,0.00064,0.00051,0.00366,0.00048,0.00184,8.654,44.23,47.12,104,2023/09/11
The Washington Times,0.01513,0.00007,0.00052,0.00576,0.00178,0.00102,0.00125,14.81,39.51,45.68,81,2023/09/11
Washington Examiner,0.03703,0.00015,0.00057,0.00542,0.01342,0.00197,0.01655,22.64,33.96,43.4,53,2023/09/11
