name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.01245,0.00013,0.00114,0.00169,0.00446,0.00080,0.00026,21.28,44.68,34.04,47,2023/09/23
Fox News,0.03425,0.00013,0.00601,0.00287,0.00839,0.00181,0.00396,13.19,34.03,52.78,144,2023/09/23
NBC News,0.02409,0.00007,0.00036,0.01152,0.00344,0.00142,0.00019,16.9,32.39,50.7,71,2023/09/23
New York Post,0.02777,0.00006,0.00072,0.00045,0.02039,0.00018,0.00221,22.45,24.49,53.06,49,2023/09/23
Newsmax,0.01422,0.00011,0.00075,0.00339,0.00530,0.00121,0.00012,4.0,52.0,44.0,50,2023/09/23
Newsweek,0.01693,0.00015,0.00108,0.00062,0.01383,0.00035,0.00062,11.25,45.0,43.75,80,2023/09/23
One America News Network (OAN),0.01272,0.00008,0.00047,0.00135,0.00106,0.00036,0.00442,13.04,30.43,56.52,23,2023/09/23
Reuters,0.01399,0.00004,0.00026,0.00802,0.00065,0.00065,0.00009,10.0,30.0,60.0,10,2023/09/23
The Epoch Times,0.00810,0.00011,0.00071,0.00158,0.00164,0.00023,0.00177,8.466,52.91,38.62,189,2023/09/23
The Hill,0.00865,0.00003,0.00025,0.00281,0.00160,0.00089,0.00007,4.444,31.11,64.44,45,2023/09/23
The New York Times,0.01445,0.00007,0.00054,0.00109,0.00300,0.00253,0.00045,10.71,50.0,39.29,56,2023/09/23
The Wall Street Journal,0.02530,0.00006,0.00046,0.00059,0.01496,0.00105,0.00372,16.92,61.54,21.54,65,2023/09/23
The Washington Times,0.05222,0.00012,0.00064,0.00757,0.02907,0.00698,0.00048,11.39,43.04,45.57,79,2023/09/23
Washington Examiner,0.01687,0.00005,0.00101,0.00121,0.00312,0.00249,0.00060,12.9,45.16,41.94,62,2023/09/23
