name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.01737,0.00010,0.00066,0.00097,0.00186,0.00355,0.00369,11.11,53.33,35.56,45,2023/09/12
Fox News,0.02786,0.00013,0.00106,0.00048,0.00441,0.00060,0.01731,9.333,38.0,52.67,150,2023/09/12
NBC News,0.01399,0.00010,0.00168,0.00594,0.00131,0.00059,0.00190,12.5,41.67,45.83,72,2023/09/12
New York Post,0.08670,0.00020,0.02317,0.00091,0.02236,0.00075,0.01598,8.333,33.33,58.33,48,2023/09/12
Newsmax,0.00501,0.00017,0.00077,0.00119,0.00127,0.00029,0.00085,2.0,42.0,56.0,50,2023/09/12
Newsweek,0.00584,0.00011,0.00088,0.00223,0.00137,0.00030,0.00014,3.797,53.16,43.04,79,2023/09/12
One America News Network (OAN),0.00201,0.00006,0.00038,0.00035,0.00042,0.00009,0.00007,8.696,69.57,21.74,23,2023/09/12
Reuters,0.00684,0.00004,0.00022,0.00136,0.00039,0.00073,0.00005,11.11,44.44,44.44,9,2023/09/12
The Epoch Times,0.01207,0.00013,0.00132,0.00143,0.00340,0.00026,0.00428,6.25,56.25,37.5,208,2023/09/12
The Hill,0.00608,0.00004,0.00035,0.00020,0.00354,0.00011,0.00006,0.00000,50.0,50.0,44,2023/09/12
The New York Times,0.02112,0.00016,0.00122,0.00041,0.01908,0.00024,0.00009,14.58,52.08,33.33,48,2023/09/12
The Wall Street Journal,0.00609,0.00004,0.00036,0.00086,0.00083,0.00082,0.00014,13.85,63.08,23.08,65,2023/09/12
The Washington Post,0.03761,0.00030,0.00877,0.00177,0.00840,0.00049,0.01808,8.108,53.15,38.74,111,2023/09/12
The Washington Times,0.01781,0.00013,0.00142,0.00063,0.00166,0.00080,0.01230,6.579,44.74,48.68,76,2023/09/12
Washington Examiner,0.01218,0.00004,0.00029,0.00587,0.00285,0.00020,0.00007,4.918,42.62,52.46,61,2023/09/12
