name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.01184,0.00008,0.00062,0.00578,0.00248,0.00058,0.00014,12.5,43.75,43.75,48,2023/09/10
Fox News,0.03127,0.00011,0.00060,0.00479,0.00528,0.00836,0.00108,14.58,29.86,55.56,144,2023/09/10
NBC News,0.02239,0.00009,0.00038,0.01441,0.00270,0.00025,0.00022,14.47,35.53,50.0,76,2023/09/10
New York Post,0.03727,0.00014,0.00135,0.00099,0.00490,0.00077,0.01428,18.75,31.25,50.0,48,2023/09/10
Newsmax,0.04086,0.00025,0.00069,0.01011,0.00955,0.00872,0.00026,7.843,58.82,33.33,51,2023/09/10
Newsweek,0.00405,0.00013,0.00094,0.00050,0.00119,0.00100,0.00013,11.25,51.25,37.5,80,2023/09/10
One America News Network (OAN),0.00117,0.00004,0.00031,0.00018,0.00046,0.00007,0.00005,17.39,56.52,26.09,23,2023/09/10
Reuters,0.03113,0.00090,0.00143,0.02959,0.00380,0.00128,0.00073,0.00000,50.0,50.0,10,2023/09/10
The Epoch Times,0.01088,0.00011,0.00075,0.00327,0.00144,0.00186,0.00009,9.005,55.45,35.55,211,2023/09/10
The Hill,0.07804,0.00016,0.00745,0.00156,0.05406,0.00043,0.01702,13.64,18.18,68.18,44,2023/09/10
The New York Times,0.00378,0.00005,0.00035,0.00087,0.00078,0.00018,0.00008,12.24,48.98,38.78,49,2023/09/10
The Wall Street Journal,0.00918,0.00005,0.00034,0.00043,0.00125,0.00332,0.00014,26.15,47.69,26.15,65,2023/09/10
The Washington Post,0.01129,0.00018,0.00064,0.00685,0.00266,0.00032,0.00022,15.0,40.0,45.0,100,2023/09/10
The Washington Times,0.00765,0.00006,0.00043,0.00500,0.00095,0.00019,0.00013,18.18,49.35,32.47,77,2023/09/10
Washington Examiner,0.00838,0.00007,0.00050,0.00036,0.00109,0.00100,0.00345,12.7,53.97,33.33,63,2023/09/10
