name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.01100,0.00007,0.00082,0.00185,0.00173,0.00041,0.00324,10.64,44.68,44.68,47,2023/08/03
Fox News,0.02879,0.00007,0.00087,0.00088,0.01594,0.00246,0.00202,15.97,30.56,53.47,144,2023/08/03
NBC News,0.03318,0.00027,0.00085,0.01711,0.00347,0.00555,0.00151,4.167,38.89,56.94,72,2023/08/03
New York Post,0.04350,0.00014,0.02139,0.00078,0.01007,0.00168,0.00070,22.22,33.33,44.44,45,2023/08/03
Newsmax,0.01515,0.00020,0.00151,0.00173,0.00203,0.00476,0.00018,2.0,58.0,40.0,50,2023/08/03
Newsweek,0.01178,0.00011,0.00531,0.00061,0.00175,0.00047,0.00013,8.696,44.93,46.38,69,2023/08/03
One America News Network (OAN),0.00148,0.00013,0.00082,0.00092,0.00103,0.00015,0.00013,8.696,65.22,26.09,23,2023/08/03
Reuters,0.04739,0.00010,0.00032,0.04687,0.00202,0.00116,0.00014,33.33,22.22,44.44,9,2023/08/03
The Epoch Times,0.00739,0.00031,0.00208,0.00148,0.00320,0.00180,0.00042,8.654,53.85,37.5,104,2023/08/03
The Hill,0.00502,0.00003,0.00019,0.00016,0.00194,0.00034,0.00004,5.556,33.33,61.11,36,2023/08/03
The New York Times,0.02103,0.00011,0.00087,0.00392,0.00473,0.00610,0.00009,11.54,46.15,42.31,52,2023/08/03
The Wall Street Journal,0.00532,0.00006,0.00058,0.00099,0.00101,0.00028,0.00017,13.85,50.77,35.38,65,2023/08/03
The Washington Post,0.01371,0.00012,0.00062,0.00129,0.00487,0.00098,0.00255,11.01,47.71,41.28,109,2023/08/03
The Washington Times,0.02344,0.00009,0.00043,0.00844,0.00619,0.00198,0.00013,13.16,36.84,50.0,76,2023/08/03
Washington Examiner,0.02756,0.00004,0.00025,0.00063,0.02016,0.00029,0.00006,8.475,32.2,59.32,59,2023/08/03
