name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.03130,0.00011,0.00261,0.00186,0.00946,0.00423,0.00020,24.44,35.56,40.0,45,2023/08/17
Fox News,0.05016,0.00012,0.00110,0.00560,0.01985,0.00260,0.00722,8.609,35.76,55.63,151,2023/08/17
NBC News,0.01883,0.00013,0.00045,0.01021,0.00435,0.00071,0.00132,10.67,29.33,60.0,75,2023/08/17
New York Post,0.04959,0.00016,0.00152,0.00144,0.00456,0.00401,0.01633,20.0,28.89,51.11,45,2023/08/17
Newsmax,0.03163,0.00032,0.00182,0.01515,0.00486,0.00148,0.00976,4.0,44.0,52.0,50,2023/08/17
Newsweek,0.02108,0.00012,0.00077,0.01094,0.00861,0.00022,0.00015,6.579,55.26,38.16,76,2023/08/17
One America News Network (OAN),0.01099,0.00009,0.00099,0.00040,0.00489,0.00012,0.00024,30.43,47.83,21.74,23,2023/08/17
Reuters,0.00153,0.00003,0.00017,0.00021,0.00031,0.00009,0.00005,0.00000,60.0,40.0,10,2023/08/17
The Epoch Times,0.00645,0.00012,0.00081,0.00180,0.00193,0.00027,0.00008,7.273,60.91,31.82,110,2023/08/17
The Hill,0.02602,0.00008,0.00042,0.00342,0.00509,0.00598,0.00036,5.128,43.59,51.28,39,2023/08/17
The New York Times,0.02417,0.00016,0.00112,0.00069,0.00503,0.00152,0.01369,7.692,46.15,46.15,52,2023/08/17
The Wall Street Journal,0.00110,0.00008,0.00057,0.00026,0.00070,0.00009,0.00005,9.091,63.64,27.27,66,2023/08/17
The Washington Post,0.03300,0.00014,0.00071,0.00770,0.01881,0.00235,0.00047,10.68,34.95,54.37,103,2023/08/17
The Washington Times,0.03118,0.00014,0.00070,0.00711,0.01732,0.00288,0.00033,4.0,60.0,36.0,75,2023/08/17
