name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.02663,0.00010,0.00069,0.00052,0.00179,0.01102,0.00021,13.64,40.91,45.45,44,2023/08/10
Fox News,0.02241,0.00011,0.00071,0.00643,0.00741,0.00064,0.00601,10.0,31.33,58.67,150,2023/08/10
NBC News,0.02691,0.00016,0.00072,0.02152,0.00267,0.00094,0.00241,9.859,40.85,49.3,71,2023/08/10
New York Post,0.08078,0.00051,0.03365,0.00732,0.01463,0.00180,0.02177,6.667,31.11,62.22,45,2023/08/10
Newsmax,0.01370,0.00008,0.00051,0.00204,0.00091,0.00360,0.00023,0.00000,50.98,49.02,51,2023/08/10
Newsweek,0.03422,0.00012,0.00086,0.00525,0.00872,0.00420,0.00109,7.246,46.38,46.38,69,2023/08/10
One America News Network (OAN),0.02647,0.00017,0.00098,0.01441,0.00366,0.00062,0.00052,17.39,47.83,34.78,23,2023/08/10
Reuters,0.00122,0.00003,0.00016,0.00027,0.00030,0.00008,0.00003,10.0,40.0,50.0,10,2023/08/10
The Epoch Times,0.02088,0.00014,0.00102,0.00095,0.01120,0.00406,0.00065,6.0,51.0,43.0,100,2023/08/10
The Hill,0.03418,0.00003,0.00038,0.00055,0.02681,0.00018,0.00014,2.778,44.44,52.78,36,2023/08/10
The New York Times,0.02362,0.00014,0.00151,0.00057,0.00813,0.00143,0.00024,5.66,50.94,43.4,53,2023/08/10
The Wall Street Journal,0.00220,0.00006,0.00049,0.00032,0.00113,0.00010,0.00007,14.93,52.24,32.84,67,2023/08/10
The Washington Post,0.01754,0.00015,0.00093,0.00061,0.00946,0.00196,0.00032,13.39,39.29,47.32,112,2023/08/10
The Washington Times,0.02153,0.00009,0.00068,0.00194,0.00662,0.00227,0.00468,13.04,40.58,46.38,69,2023/08/10
Washington Examiner,0.01407,0.00004,0.00024,0.00295,0.00296,0.00033,0.00009,8.197,44.26,47.54,61,2023/08/10
