name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.00512,0.00008,0.00048,0.00086,0.00090,0.00057,0.00023,10.64,38.3,51.06,47,2023/08/07
Fox News,0.02470,0.00013,0.00070,0.00161,0.01038,0.00191,0.00376,14.86,32.43,52.7,148,2023/08/07
NBC News,0.04060,0.00016,0.00099,0.02239,0.00909,0.00088,0.00306,11.27,30.99,57.75,71,2023/08/07
New York Post,0.02996,0.00007,0.00228,0.00327,0.00983,0.00035,0.00044,8.889,42.22,48.89,45,2023/08/07
Newsmax,0.01319,0.00009,0.00059,0.00297,0.00128,0.00133,0.00021,6.0,38.0,56.0,50,2023/08/07
Newsweek,0.00896,0.00017,0.00158,0.00137,0.00251,0.00026,0.00412,10.14,40.58,49.28,69,2023/08/07
One America News Network (OAN),0.02463,0.00014,0.00938,0.00093,0.00211,0.00191,0.00038,17.39,39.13,43.48,23,2023/08/07
Reuters,0.03524,0.00013,0.01752,0.00046,0.00213,0.00015,0.00100,10.0,40.0,50.0,10,2023/08/07
The Epoch Times,0.00859,0.00017,0.00119,0.00342,0.00227,0.00054,0.00026,4.854,58.25,36.89,103,2023/08/07
The Hill,0.03915,0.00006,0.00532,0.00282,0.02621,0.00011,0.00013,2.5,42.5,55.0,40,2023/08/07
The New York Times,0.01615,0.00011,0.00097,0.00367,0.00418,0.00038,0.00011,13.46,46.15,40.38,52,2023/08/07
The Wall Street Journal,0.00700,0.00006,0.00112,0.00057,0.00148,0.00118,0.00007,13.85,56.92,29.23,65,2023/08/07
The Washington Post,0.01952,0.00018,0.00089,0.01179,0.00360,0.00150,0.00044,14.41,37.84,47.75,111,2023/08/07
The Washington Times,0.04831,0.00008,0.00044,0.00296,0.03086,0.00365,0.00014,12.16,40.54,47.3,74,2023/08/07
Washington Examiner,0.03030,0.00004,0.00042,0.00031,0.02455,0.00017,0.00077,12.73,34.55,52.73,55,2023/08/07
