name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.01264,0.00007,0.00055,0.00162,0.00110,0.00097,0.00018,18.18,45.45,36.36,44,2023/08/15
Fox News,0.01449,0.00007,0.00062,0.00079,0.00591,0.00031,0.00329,14.09,35.57,50.34,149,2023/08/15
NBC News,0.04190,0.00022,0.00060,0.02785,0.00673,0.00303,0.00352,10.14,27.54,62.32,69,2023/08/15
New York Post,0.06932,0.00039,0.02224,0.00170,0.01957,0.00055,0.02203,12.2,36.59,51.22,41,2023/08/15
Newsmax,0.02090,0.00025,0.00153,0.00395,0.00597,0.00062,0.00953,4.0,44.0,52.0,50,2023/08/15
Newsweek,0.02901,0.00012,0.00072,0.00787,0.01463,0.00327,0.00016,10.0,40.0,50.0,70,2023/08/15
One America News Network (OAN),0.00266,0.00006,0.00044,0.00038,0.00072,0.00015,0.00008,17.39,43.48,39.13,23,2023/08/15
Reuters,0.00603,0.00006,0.00044,0.00019,0.00052,0.00208,0.00019,10.0,60.0,30.0,10,2023/08/15
The Epoch Times,0.00565,0.00018,0.00118,0.00089,0.00353,0.00058,0.00014,6.731,58.65,34.62,104,2023/08/15
The Hill,0.07002,0.00003,0.00027,0.00018,0.05780,0.00037,0.00007,5.128,41.03,53.85,39,2023/08/15
The New York Times,0.00969,0.00009,0.00077,0.00036,0.00371,0.00114,0.00008,9.836,54.1,36.07,61,2023/08/15
The Washington Post,0.02382,0.00014,0.00071,0.00407,0.01111,0.00062,0.00298,11.01,40.37,48.62,109,2023/08/15
The Washington Times,0.02240,0.00012,0.00065,0.00663,0.00191,0.00660,0.00020,7.042,46.48,46.48,71,2023/08/15
Washington Examiner,0.01066,0.00004,0.00026,0.00051,0.00378,0.00213,0.00011,9.677,32.26,58.06,62,2023/08/15
