name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.05154,0.00015,0.00070,0.01364,0.00778,0.00698,0.00716,16.67,37.5,45.83,48,2023/08/27
Fox News,0.02968,0.00009,0.00165,0.00248,0.00575,0.00540,0.00135,12.5,35.42,52.08,144,2023/08/27
NBC News,0.04723,0.00024,0.00110,0.02769,0.00323,0.00440,0.00604,4.348,40.58,55.07,69,2023/08/27
New York Post,0.04159,0.00011,0.00081,0.01023,0.00569,0.00252,0.01005,22.22,26.67,51.11,45,2023/08/27
Newsmax,0.03290,0.00013,0.00275,0.00143,0.01165,0.00472,0.00061,0.00000,32.0,68.0,50,2023/08/27
Newsweek,0.01996,0.00015,0.00086,0.00172,0.00164,0.01122,0.00015,17.5,35.0,47.5,80,2023/08/27
One America News Network (OAN),0.00450,0.00007,0.00089,0.00025,0.00100,0.00037,0.00116,8.696,56.52,34.78,23,2023/08/27
Reuters,0.00997,0.00004,0.00018,0.00068,0.00049,0.00179,0.00005,0.00000,30.0,70.0,10,2023/08/27
The Epoch Times,0.00565,0.00018,0.00121,0.00128,0.00188,0.00081,0.00038,7.426,61.39,31.19,202,2023/08/27
The Hill,0.03343,0.00005,0.00455,0.00039,0.02323,0.00176,0.00011,6.818,54.55,38.64,44,2023/08/27
The New York Times,0.01686,0.00008,0.00062,0.00046,0.00622,0.00291,0.00008,22.22,53.7,24.07,54,2023/08/27
The Wall Street Journal,0.00148,0.00004,0.00031,0.00034,0.00046,0.00010,0.00004,16.92,53.85,29.23,65,2023/08/27
The Washington Post,0.00578,0.00012,0.00063,0.00097,0.00211,0.00030,0.00026,21.21,30.3,48.48,99,2023/08/27
The Washington Times,0.03636,0.00014,0.00081,0.01320,0.00832,0.00405,0.00028,11.39,45.57,43.04,79,2023/08/27
Washington Examiner,0.03459,0.00009,0.00055,0.00699,0.01404,0.00478,0.00039,4.688,43.75,51.56,64,2023/08/27
