name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.00944,0.00008,0.00059,0.00123,0.00348,0.00077,0.00013,13.95,51.16,34.88,43,2023/08/31
Fox News,0.02690,0.00009,0.00050,0.00208,0.00863,0.00297,0.00701,12.84,33.78,53.38,148,2023/08/31
NBC News,0.02203,0.00009,0.00044,0.00878,0.00282,0.00201,0.00028,11.29,45.16,43.55,62,2023/08/31
New York Post,0.16863,0.00067,0.03579,0.00318,0.05960,0.01259,0.03796,13.04,23.91,63.04,46,2023/08/31
Newsmax,0.03222,0.00033,0.00394,0.00486,0.00389,0.00256,0.01121,4.0,34.0,62.0,50,2023/08/31
Newsweek,0.01234,0.00007,0.00054,0.00052,0.00336,0.00352,0.00017,13.75,40.0,46.25,80,2023/08/31
One America News Network (OAN),0.00664,0.00006,0.00051,0.00144,0.00060,0.00020,0.00029,13.04,52.17,34.78,23,2023/08/31
Reuters,0.00135,0.00003,0.00017,0.00023,0.00041,0.00008,0.00003,0.00000,55.56,44.44,9,2023/08/31
The Epoch Times,0.01062,0.00010,0.00073,0.00159,0.00224,0.00033,0.00146,9.36,51.23,39.41,203,2023/08/31
The Hill,0.01169,0.00004,0.00029,0.00230,0.00231,0.00037,0.00013,2.564,23.08,74.36,39,2023/08/31
The New York Times,0.03356,0.00007,0.00057,0.00045,0.02223,0.00484,0.00009,6.977,39.53,53.49,43,2023/08/31
The Wall Street Journal,0.00639,0.00009,0.00066,0.00052,0.00349,0.00049,0.00011,14.71,58.82,26.47,68,2023/08/31
The Washington Post,0.02025,0.00014,0.00105,0.00114,0.00907,0.00036,0.00411,16.0,46.0,38.0,100,2023/08/31
The Washington Times,0.03089,0.00010,0.00056,0.00098,0.01526,0.00436,0.00427,5.063,41.77,53.16,79,2023/08/31
Washington Examiner,0.01560,0.00003,0.00028,0.00257,0.00764,0.00017,0.00008,6.349,47.62,46.03,63,2023/08/31
