name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.02130,0.00014,0.01061,0.00065,0.00235,0.00098,0.00025,16.67,59.52,23.81,42,2023/08/21
Fox News,0.02426,0.00011,0.00127,0.00074,0.00221,0.00078,0.01548,10.0,35.33,54.67,150,2023/08/21
NBC News,0.02414,0.00006,0.00048,0.00516,0.01176,0.00049,0.00024,4.762,38.1,57.14,63,2023/08/21
New York Post,0.04659,0.00026,0.00289,0.00081,0.01013,0.00169,0.02322,24.44,26.67,48.89,45,2023/08/21
Newsmax,0.02915,0.00014,0.00091,0.00690,0.00551,0.00403,0.00024,6.0,44.0,50.0,50,2023/08/21
Newsweek,0.01392,0.00009,0.00060,0.00301,0.00105,0.00476,0.00048,9.333,41.33,49.33,75,2023/08/21
One America News Network (OAN),0.03370,0.00007,0.00053,0.00399,0.02645,0.00030,0.00008,13.04,30.43,56.52,23,2023/08/21
Reuters,0.00128,0.00006,0.00034,0.00043,0.00042,0.00009,0.00013,11.11,44.44,44.44,9,2023/08/21
The Epoch Times,0.01875,0.00024,0.00203,0.00611,0.00540,0.00023,0.00487,3.922,53.92,42.16,102,2023/08/21
The Hill,0.00285,0.00002,0.00019,0.00015,0.00141,0.00006,0.00003,2.381,33.33,64.29,42,2023/08/21
The New York Times,0.03156,0.00021,0.00145,0.00858,0.00215,0.01106,0.00024,13.73,41.18,45.1,51,2023/08/21
The Wall Street Journal,0.00694,0.00006,0.00038,0.00023,0.00161,0.00173,0.00007,10.61,62.12,27.27,66,2023/08/21
The Washington Post,0.01014,0.00014,0.00058,0.00146,0.00186,0.00130,0.00053,18.81,42.57,38.61,101,2023/08/21
The Washington Times,0.01737,0.00008,0.00043,0.00538,0.00345,0.00053,0.00071,8.861,45.57,45.57,79,2023/08/21
Washington Examiner,0.02621,0.00005,0.00028,0.00502,0.00396,0.00479,0.00013,7.812,45.31,46.88,64,2023/08/21
