name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.02005,0.00013,0.00124,0.00083,0.00109,0.00900,0.00533,23.4,44.68,31.91,47,2023/08/19
Fox News,0.04056,0.00011,0.00069,0.00870,0.01145,0.00734,0.00319,9.396,38.26,52.35,149,2023/08/19
NBC News,0.02034,0.00005,0.00034,0.00379,0.00972,0.00031,0.00021,6.25,31.25,62.5,80,2023/08/19
New York Post,0.07516,0.00025,0.02664,0.00208,0.01966,0.00173,0.00286,22.22,17.78,60.0,45,2023/08/19
Newsmax,0.00490,0.00007,0.00063,0.00050,0.00094,0.00048,0.00019,2.041,53.06,44.9,49,2023/08/19
Newsweek,0.01021,0.00010,0.00066,0.00373,0.00176,0.00047,0.00059,13.16,50.0,36.84,76,2023/08/19
One America News Network (OAN),0.00160,0.00010,0.00077,0.00034,0.00099,0.00012,0.00010,8.696,39.13,52.17,23,2023/08/19
Reuters,0.00212,0.00003,0.00018,0.00036,0.00072,0.00007,0.00003,0.00000,33.33,66.67,9,2023/08/19
The Epoch Times,0.01337,0.00021,0.00144,0.00121,0.00178,0.00128,0.00554,2.913,57.28,39.81,103,2023/08/19
The Hill,0.06731,0.00005,0.00034,0.00043,0.05256,0.00605,0.00009,4.762,38.1,57.14,42,2023/08/19
The New York Times,0.00839,0.00015,0.00140,0.00225,0.00183,0.00225,0.00011,5.66,49.06,45.28,53,2023/08/19
The Wall Street Journal,0.00534,0.00005,0.00036,0.00043,0.00223,0.00011,0.00008,13.85,53.85,32.31,65,2023/08/19
The Washington Post,0.00941,0.00014,0.00059,0.00299,0.00335,0.00063,0.00019,12.37,38.14,49.48,97,2023/08/19
The Washington Times,0.01983,0.00011,0.00063,0.00431,0.00477,0.00075,0.00507,6.579,44.74,48.68,76,2023/08/19
Washington Examiner,0.01825,0.00005,0.00027,0.00183,0.00250,0.00433,0.00119,6.25,48.44,45.31,64,2023/08/19
