name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.01116,0.00010,0.00076,0.00056,0.00110,0.00237,0.00601,12.5,56.25,31.25,48,2023/08/13
Fox News,0.04236,0.00017,0.00592,0.00092,0.01580,0.00111,0.01329,20.27,37.16,42.57,148,2023/08/13
NBC News,0.07437,0.00075,0.00265,0.03155,0.02257,0.00227,0.01736,9.259,29.63,61.11,54,2023/08/13
New York Post,0.03166,0.00081,0.02397,0.00070,0.01928,0.00043,0.00282,14.29,35.71,50.0,42,2023/08/13
Newsmax,0.01898,0.00022,0.00141,0.00794,0.00264,0.00270,0.00022,2.0,44.0,54.0,50,2023/08/13
Newsweek,0.00792,0.00009,0.00073,0.00063,0.00145,0.00069,0.00031,10.14,50.72,39.13,69,2023/08/13
One America News Network (OAN),0.00104,0.00018,0.00114,0.00037,0.00112,0.00012,0.00007,4.348,56.52,39.13,23,2023/08/13
Reuters,0.03948,0.00019,0.00080,0.00880,0.00090,0.00442,0.00987,0.00000,22.22,77.78,9,2023/08/13
The Epoch Times,0.00618,0.00021,0.00152,0.00075,0.00407,0.00088,0.00015,9.709,58.25,32.04,103,2023/08/13
The Hill,0.04357,0.00005,0.00035,0.00447,0.03402,0.00023,0.00009,6.522,26.09,67.39,46,2023/08/13
The New York Times,0.02852,0.00012,0.00121,0.00089,0.02040,0.00022,0.00026,15.69,49.02,35.29,51,2023/08/13
The Wall Street Journal,0.01762,0.00007,0.00035,0.00518,0.01153,0.00018,0.00010,10.77,53.85,35.38,65,2023/08/13
The Washington Post,0.02390,0.00016,0.00094,0.00144,0.00995,0.00094,0.00523,20.0,38.82,41.18,85,2023/08/13
The Washington Times,0.02248,0.00016,0.00075,0.01775,0.00166,0.00080,0.00021,9.091,45.45,45.45,77,2023/08/13
Washington Examiner,0.01982,0.00006,0.00088,0.00048,0.00813,0.00047,0.00476,6.25,43.75,50.0,64,2023/08/13
