name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.01656,0.00009,0.00057,0.00842,0.00472,0.00032,0.00011,14.0,36.0,50.0,50,2023/03/03
BBC,0.01429,0.00018,0.00126,0.00202,0.00378,0.00098,0.00025,11.11,44.44,44.44,45,2023/03/03
Fox News,0.02342,0.00009,0.00097,0.00270,0.01250,0.00045,0.00380,10.85,34.88,54.26,129,2023/03/03
NBC News,0.01099,0.00008,0.00041,0.00273,0.00132,0.00145,0.00015,3.226,43.55,53.23,62,2023/03/03
New York Post,0.05411,0.00019,0.01559,0.00100,0.00766,0.00282,0.01659,17.02,27.66,55.32,47,2023/03/03
Newsmax,0.00388,0.00009,0.00053,0.00053,0.00087,0.00128,0.00008,4.0,54.0,42.0,50,2023/03/03
Newsweek,0.01400,0.00006,0.00086,0.00043,0.00358,0.00142,0.00154,9.677,37.63,52.69,93,2023/03/03
One America News Network (OAN),0.04478,0.00070,0.00147,0.02639,0.00807,0.01015,0.00067,10.71,46.43,42.86,28,2023/03/03
Reuters,0.00208,0.00008,0.00065,0.00022,0.00137,0.00011,0.00005,25.64,30.77,43.59,39,2023/03/03
The Epoch Times,0.01000,0.00017,0.00131,0.00081,0.00156,0.00554,0.00015,4.808,58.65,36.54,104,2023/03/03
The Guardian (US),0.03578,0.00019,0.00103,0.00529,0.00791,0.00269,0.00918,11.58,30.53,57.89,95,2023/03/03
The Hill,0.00394,0.00014,0.00039,0.00040,0.00092,0.00048,0.00029,2.778,36.11,61.11,36,2023/03/03
The New York Times,0.04061,0.00008,0.00073,0.01299,0.02247,0.00043,0.00094,15.52,39.66,44.83,58,2023/03/03
The Wall Street Journal,0.00249,0.00006,0.00054,0.00048,0.00093,0.00012,0.00006,19.12,55.88,25.0,68,2023/03/03
The Washington Post,0.02368,0.00012,0.00142,0.00335,0.00711,0.00103,0.00509,15.69,38.24,46.08,102,2023/03/03
The Washington Times,0.01628,0.00005,0.00030,0.00411,0.00155,0.00114,0.00017,10.0,33.33,56.67,30,2023/03/03
Washington Examiner,0.02550,0.00007,0.00054,0.00672,0.00281,0.00147,0.00633,1.493,26.87,71.64,67,2023/03/03
