name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.02182,0.00009,0.00069,0.00235,0.00170,0.00064,0.01217,16.0,44.0,40.0,50,2023/03/27
BBC,0.03810,0.00026,0.01900,0.00863,0.00950,0.00276,0.00043,14.58,41.67,43.75,48,2023/03/27
Fox News,0.02556,0.00009,0.00047,0.00481,0.00576,0.00446,0.00019,12.7,43.65,43.65,126,2023/03/27
NBC News,0.05256,0.00021,0.00109,0.03513,0.00469,0.00169,0.00542,4.762,28.57,66.67,63,2023/03/27
New York Post,0.03633,0.00005,0.00053,0.00175,0.01917,0.00078,0.00027,23.81,35.71,40.48,42,2023/03/27
Newsmax,0.03209,0.00018,0.00154,0.00072,0.02038,0.00326,0.00014,4.0,60.0,36.0,50,2023/03/27
Newsweek,0.02161,0.00009,0.00083,0.00214,0.00527,0.00214,0.00065,6.604,48.11,45.28,106,2023/03/27
One America News Network (OAN),0.02015,0.00008,0.00045,0.00436,0.00092,0.00129,0.00338,17.86,28.57,53.57,28,2023/03/27
Reuters,0.00955,0.00007,0.00036,0.00225,0.00061,0.00156,0.00221,16.22,37.84,45.95,37,2023/03/27
The Epoch Times,0.00239,0.00026,0.00148,0.00080,0.00143,0.00041,0.00031,9.804,47.06,43.14,102,2023/03/27
The Guardian (US),0.02173,0.00007,0.00061,0.00150,0.00542,0.00183,0.00144,5.319,39.36,55.32,94,2023/03/27
The Hill,0.00585,0.00003,0.00019,0.00018,0.00334,0.00009,0.00006,2.326,30.23,67.44,43,2023/03/27
The New York Times,0.00456,0.00010,0.00070,0.00048,0.00224,0.00030,0.00007,10.91,58.18,30.91,55,2023/03/27
The Wall Street Journal,0.00346,0.00006,0.00113,0.00022,0.00080,0.00029,0.00006,12.5,56.25,31.25,64,2023/03/27
The Washington Post,0.01845,0.00007,0.00045,0.00216,0.00571,0.00422,0.00067,12.75,34.31,52.94,102,2023/03/27
The Washington Times,0.02003,0.00007,0.00040,0.00345,0.00231,0.00109,0.00367,4.545,50.0,45.45,44,2023/03/27
Washington Examiner,0.01657,0.00009,0.00073,0.00035,0.01178,0.00038,0.00008,5.0,43.33,51.67,60,2023/03/27
