name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.02044,0.00007,0.00035,0.00053,0.01631,0.00036,0.00010,20.0,48.0,32.0,50,2023/03/21
BBC,0.02901,0.00008,0.00071,0.00447,0.01543,0.00029,0.00068,13.33,40.0,46.67,45,2023/03/21
Fox News,0.03055,0.00010,0.00448,0.00539,0.01783,0.00105,0.00270,11.48,34.43,54.1,122,2023/03/21
NBC News,0.03648,0.00029,0.00076,0.01778,0.01381,0.00190,0.00270,7.463,35.82,56.72,67,2023/03/21
New York Post,0.08662,0.00081,0.02956,0.00176,0.01937,0.00178,0.04061,13.16,28.95,57.89,38,2023/03/21
Newsmax,0.03684,0.00024,0.00160,0.00949,0.00537,0.00116,0.01845,2.0,62.0,36.0,50,2023/03/21
Newsweek,0.02590,0.00009,0.00077,0.00075,0.01468,0.00301,0.00014,7.619,43.81,48.57,105,2023/03/21
One America News Network (OAN),0.00647,0.00013,0.00115,0.00224,0.00313,0.00015,0.00013,14.29,53.57,32.14,28,2023/03/21
Reuters,0.01523,0.00008,0.00062,0.00064,0.00591,0.00009,0.00007,17.39,43.48,39.13,46,2023/03/21
The Epoch Times,0.01043,0.00019,0.00133,0.00044,0.00969,0.00028,0.00013,11.43,52.38,36.19,105,2023/03/21
The Guardian (US),0.03448,0.00018,0.00115,0.01640,0.00752,0.00071,0.00062,11.34,44.33,44.33,97,2023/03/21
The Hill,0.01168,0.00003,0.00037,0.00038,0.00435,0.00137,0.00007,0.00000,30.77,69.23,39,2023/03/21
The New York Times,0.02369,0.00012,0.00879,0.00084,0.00653,0.00157,0.00016,3.226,45.16,51.61,62,2023/03/21
The Wall Street Journal,0.00139,0.00004,0.00031,0.00018,0.00049,0.00013,0.00004,7.353,64.71,27.94,68,2023/03/21
The Washington Post,0.03311,0.00015,0.00901,0.00623,0.00547,0.00203,0.00347,11.22,42.86,45.92,98,2023/03/21
The Washington Times,0.03336,0.00009,0.00035,0.00866,0.01578,0.00447,0.00017,0.00000,54.29,45.71,35,2023/03/21
Washington Examiner,0.04045,0.00005,0.00034,0.00499,0.02248,0.00132,0.00119,1.639,34.43,63.93,61,2023/03/21
