name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.00688,0.00005,0.00029,0.00061,0.00087,0.00159,0.00008,8.0,48.0,44.0,50,2023/03/31
BBC,0.01584,0.00009,0.00089,0.00056,0.00831,0.00023,0.00130,16.33,44.9,38.78,49,2023/03/31
Fox News,0.01429,0.00006,0.00039,0.00470,0.00412,0.00036,0.00016,9.848,40.15,50.0,132,2023/03/31
NBC News,0.03090,0.00009,0.00042,0.01193,0.01480,0.00026,0.00019,3.279,39.34,57.38,61,2023/03/31
New York Post,0.04449,0.00014,0.01716,0.00087,0.01634,0.00053,0.00130,20.45,15.91,63.64,44,2023/03/31
Newsmax,0.00301,0.00005,0.00037,0.00064,0.00100,0.00025,0.00006,10.0,52.0,38.0,50,2023/03/31
Newsweek,0.02472,0.00007,0.00049,0.00794,0.00912,0.00053,0.00020,1.739,44.35,53.91,115,2023/03/31
One America News Network (OAN),0.00197,0.00006,0.00040,0.00094,0.00056,0.00009,0.00006,10.71,46.43,42.86,28,2023/03/31
Reuters,0.02265,0.00009,0.00070,0.00888,0.00214,0.00192,0.00017,10.2,44.9,44.9,49,2023/03/31
The Epoch Times,0.01168,0.00018,0.00097,0.00110,0.00150,0.00853,0.00012,12.37,45.36,42.27,97,2023/03/31
The Guardian (US),0.03227,0.00013,0.00472,0.00705,0.01529,0.00086,0.00354,20.0,33.0,47.0,100,2023/03/31
The Hill,0.02882,0.00002,0.00025,0.00556,0.01413,0.00012,0.00005,0.00000,32.5,67.5,40,2023/03/31
The New York Times,0.00787,0.00006,0.00028,0.00155,0.00087,0.00226,0.00008,9.677,43.55,46.77,62,2023/03/31
The Wall Street Journal,0.01704,0.00006,0.00048,0.01249,0.00677,0.00029,0.00025,8.824,64.71,26.47,68,2023/03/31
The Washington Post,0.01015,0.00004,0.00036,0.00198,0.00425,0.00014,0.00014,11.54,35.58,52.88,104,2023/03/31
The Washington Times,0.03146,0.00006,0.00035,0.01613,0.00173,0.00266,0.00028,10.0,25.0,65.0,40,2023/03/31
Washington Examiner,0.02840,0.00005,0.00029,0.00788,0.01408,0.00038,0.00015,5.172,39.66,55.17,58,2023/03/31
