name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.03530,0.00015,0.00304,0.01223,0.00418,0.00893,0.00070,12.0,40.0,48.0,50,2023/02/03
BBC,0.01264,0.00009,0.00081,0.00072,0.00571,0.00017,0.00019,15.91,47.73,36.36,44,2023/02/03
Fox News,0.02527,0.00013,0.00091,0.00495,0.00986,0.00081,0.00302,14.37,35.33,50.3,167,2023/02/03
NBC News,0.03279,0.00014,0.00052,0.01587,0.00367,0.00704,0.00035,5.97,41.79,52.24,67,2023/02/03
New York Post,0.08498,0.00021,0.00930,0.00113,0.03797,0.00688,0.00648,7.5,30.0,62.5,40,2023/02/03
Newsmax,0.01533,0.00008,0.00046,0.00160,0.00227,0.00313,0.00010,2.0,46.0,52.0,50,2023/02/03
Newsweek,0.01543,0.00008,0.00054,0.00166,0.00629,0.00021,0.00113,6.122,47.96,45.92,98,2023/02/03
One America News Network (OAN),0.01410,0.00019,0.00165,0.00045,0.00336,0.00424,0.00049,10.71,60.71,28.57,28,2023/02/03
Reuters,0.01836,0.00007,0.00057,0.00075,0.00601,0.00013,0.00711,5.405,54.05,40.54,37,2023/02/03
The Epoch Times,0.00800,0.00019,0.00148,0.00050,0.00155,0.00031,0.00451,10.48,55.24,34.29,105,2023/02/03
The Guardian (US),0.04949,0.00013,0.00266,0.00653,0.01979,0.00769,0.00324,9.278,36.08,54.64,97,2023/02/03
The Hill,0.00759,0.00005,0.00025,0.00420,0.00059,0.00046,0.00018,12.5,52.5,35.0,40,2023/02/03
The New York Times,0.02996,0.00012,0.00149,0.00682,0.00492,0.00389,0.00624,13.43,61.19,25.37,67,2023/02/03
The Wall Street Journal,0.00271,0.00010,0.00071,0.00039,0.00162,0.00020,0.00008,13.43,62.69,23.88,67,2023/02/03
The Washington Post,0.03810,0.00016,0.00202,0.00525,0.00911,0.00719,0.00878,10.0,43.0,47.0,100,2023/02/03
The Washington Times,0.01639,0.00007,0.00034,0.00428,0.00509,0.00053,0.00017,9.091,36.36,54.55,33,2023/02/03
Washington Examiner,0.02083,0.00006,0.00041,0.00895,0.00238,0.00197,0.00018,4.615,47.69,47.69,65,2023/02/03
