name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Fox News,0.02771,0.00010,0.00062,0.00466,0.01689,0.00152,0.00021,19.72,31.69,48.59,142,2024/01/02
NBC News,0.02025,0.00009,0.00060,0.00945,0.00180,0.00154,0.00010,20.37,31.48,48.15,54,2024/01/02
New York Post,0.06881,0.00014,0.00131,0.01724,0.02515,0.00234,0.00271,24.44,26.67,48.89,45,2024/01/02
Newsmax,0.02510,0.00017,0.00111,0.01638,0.01346,0.00071,0.00054,2.0,50.0,48.0,50,2024/01/02
One America News Network (OAN),0.01554,0.00011,0.00064,0.00810,0.00290,0.00035,0.00011,8.696,56.52,34.78,23,2024/01/02
The Epoch Times,0.00955,0.00009,0.00073,0.00165,0.00171,0.00081,0.00022,8.333,55.56,36.11,180,2024/01/02
The Hill,0.02112,0.00010,0.00059,0.01406,0.00300,0.00063,0.00045,8.333,41.67,50.0,24,2024/01/02
The Wall Street Journal,0.02193,0.00005,0.00062,0.00722,0.00998,0.00016,0.00011,14.52,51.61,33.87,62,2024/01/02
The Washington Times,0.03044,0.00019,0.00064,0.01639,0.00346,0.00413,0.00041,11.69,38.96,49.35,77,2024/01/02
Washington Examiner,0.02553,0.00009,0.00047,0.00845,0.00205,0.00433,0.00037,12.73,36.36,50.91,55,2024/01/02
